# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_forward         -                3     900       3     900       1     900    1491    +           0 1141.7  18.0  -
Moraxellaceae_Moraxella                          -          A1d2_forward         -                1     886       9     900       9     900    1446    +    6.2e-304 1009.3  18.1  -
Halobacteriaceae_Haloarchaeobius                 -          A1d2_forward         -               76     873      73     898      50     899    1472    +     4.7e-64  214.1  16.9  -
Natrialbaceae_Natronorubrum                      -          A1d2_forward         -               79     873      76     898      53     899    1474    +     8.1e-64  213.3  15.8  -
Methanopyraceae_Methanopyrus                     -          A1d2_forward         -               41     906      18     898       3     900    1512    +     1.1e-63  213.9  18.0  -
Natrialbaceae_Natronobacterium                   -          A1d2_forward         -               71     873      68     898      47     899    1472    +     1.1e-63  212.9  16.6  -
Haloferacaceae_Halobellus                        -          A1d2_forward         -               50     872      27     898      10     899    1473    +     1.4e-63  212.4  16.5  -
Halorubraceae_Halobaculum                        -          A1d2_forward         -               73     872      70     898      48     899    1472    +     1.4e-63  212.8  17.4  -
Thermoproteaceae_Caldivirga                      -          A1d2_forward         -               19     880      15     898       2     900    1465    +     1.8e-63  213.1  17.3  -
Natrialbaceae_Natronolimnobius                   -          A1d2_forward         -               58     853      74     898      50     899    1435    +     2.3e-63  212.0  16.3  -
Desulfurococcaceae_Ignisphaera                   -          A1d2_forward         -               32     886      14     898       2     900    1491    +     2.4e-63  212.7  17.6  -
Desulfurococcaceae_Thermodiscus                  -          A1d2_forward         -               12     871      13     898       4     900    1422    +     2.6e-63  212.9  17.0  -
Desulfurococcaceae_Thermosphaera                 -          A1d2_forward         -               64     877      71     898      48     900    1432    +       4e-63  212.0  16.4  -
Methanocorpusculaceae_Methanocorpusculum         -          A1d2_forward         -               39     860      21     898       7     899    1421    +     5.1e-63  210.8  17.1  -
Halobacteriaceae_Halovenus                       -          A1d2_forward         -               50     872      27     898       8     899    1440    +     6.5e-63  210.7  16.7  -
Natrialbaceae_Halopiger                          -          A1d2_forward         -               71     872      69     898      48     899    1460    +       8e-63  210.2  16.1  -
Nostocaceae_Nostoc                               -          A1d2_forward         -                4     527     362     900     346     900    1476    +     9.1e-63  210.6   9.9  -
Sulfolobaceae_Metallosphaera                     -          A1d2_forward         -               16     872      11     898       2     899    1430    +     9.2e-63  210.2  18.1  -
Caldisphaeraceae_Caldisphaera                    -          A1d2_forward         -               63     878      72     898      50     900    1466    +     1.4e-62  210.1  17.2  -
Methanocellaceae_Methanocella                    -          A1d2_forward         -               40     867      20     898       7     899    1440    +     1.6e-62  209.2  16.2  -
Halobacteriaceae_Natribaculum                    -          A1d2_forward         -               80     881      68     898      48     899    1480    +     2.3e-62  208.6  16.4  -
Halobacteriaceae_Halorussus                      -          A1d2_forward         -               46     872      23     898       8     899    1471    +     3.4e-62  208.1  17.3  -
Natrialbaceae_Natrialba                          -          A1d2_forward         -               71     872      68     898      48     899    1471    +     6.6e-62  207.2  16.4  -
Archaeoglobaceae_Ferroglobus                     -          A1d2_forward         -               24     888      19     898       5     899    1471    +     9.3e-62  207.5  17.2  -
Haloferacaceae_Halopelagius                      -          A1d2_forward         -               49     872      26     898       9     899    1472    +       2e-61  205.4  16.6  -
Halobacteriaceae_Halovarius                      -          A1d2_forward         -               70     871      68     898      47     899    1441    +     2.1e-61  206.2  16.7  -
Haloferacaceae_Haloplanus                        -          A1d2_forward         -               93     873      90     898      68     899    1472    +     2.3e-61  205.0  15.5  -
Haloarculaceae_Haloarcula                        -          A1d2_forward         -               85     872      82     898      53     899    1472    +     2.7e-61  205.1  16.6  -
Natrialbaceae_Halostagnicola                     -          A1d2_forward         -               60     852      77     898      55     899    1433    +     5.1e-61  204.2  15.8  -
Fervidicoccaceae_Fervidicoccus                   -          A1d2_forward         -               80     896      71     898      48     900    1502    +     6.3e-61  204.4  16.5  -
Halorubraceae_Halorubrum                         -          A1d2_forward         -               73     872      70     898      48     899    1470    +     9.9e-61  203.2  16.3  -
Thermoproteaceae_Thermocladium                   -          A1d2_forward         -               22     881      17     898       2     900    1469    +     1.4e-60  203.4  17.3  -
Halobacteriaceae_Halanaeroarchaeum               -          A1d2_forward         -               70     871      68     898      47     899    1445    +     2.4e-60  202.6  17.1  -
Haloferacaceae_Halopenitus                       -          A1d2_forward         -               91     871      89     898      65     899    1441    +     2.8e-60  201.6  15.4  -
Halobacteriaceae_Natronomonas                    -          A1d2_forward         -               81     868      83     898      61     899    1408    +     3.9e-60  201.2  16.7  -
Haloarculaceae_Halorhabdus                       -          A1d2_forward         -               36     835      70     898      48     899    1400    +       4e-60  201.5  17.0  -
Natrialbaceae_Halobiforma                        -          A1d2_forward         -               65     858      76     898      55     899    1457    +     1.3e-59  199.6  16.0  -
Halococcaceae_Halococcus                         -          A1d2_forward         -               76     872      73     898      48     899    1474    +     2.1e-59  198.9  16.8  -
Haloferacaceae_Haloparvum                        -          A1d2_forward         -               91     873      88     898      67     899    1472    +     2.4e-59  198.7  16.0  -
