# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     960      23     946      14     948    1491    +           0 1167.1  18.3  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_D09_073_2018_2 -               25     946      23     946      13     948    1446    +           0 1043.2  18.4  -
Verrucomicrobiaceae_Roseimicrobium               -          LKAP-TSAKG2_D09_073_2018_2 -               33     954      23     946      10     948    1457    +      1e-131  438.9  18.7  -
Sphaerobacteraceae_Sphaerobacter                 -          LKAP-TSAKG2_D09_073_2018_2 -               54     925      63     945      42     948    1500    +    1.1e-131  438.8  19.2  -
Anaerolineaceae_Ornatilinea                      -          LKAP-TSAKG2_D09_073_2018_2 -               84     954      61     942      36     948    1462    +    1.2e-131  438.8  19.2  -
Brevinemataceae_Brevinema                        -          LKAP-TSAKG2_D09_073_2018_2 -               52     964      23     940      12     948    1490    +    1.5e-131  438.3  19.2  -
Puniceicoccaceae_Cerasicoccus                    -          LKAP-TSAKG2_D09_073_2018_2 -               70     962      59     944      37     948    1469    +    1.5e-131  438.1  18.6  -
Acidaminococcaceae_Succinispira                  -          LKAP-TSAKG2_D09_073_2018_2 -               67     975      60     945      36     948    1495    +    1.6e-131  438.0  18.1  -
Cyclobacteriaceae_Aquiflexum                     -          LKAP-TSAKG2_D09_073_2018_2 -               79     967      57     945      33     948    1459    +    1.7e-131  438.2  18.4  -
Anaerolineaceae_Pelolinea                        -          LKAP-TSAKG2_D09_073_2018_2 -               32     939      22     940      10     949    1432    +    1.8e-131  438.1  18.5  -
Peptoniphilaceae_Ezakiella                       -          LKAP-TSAKG2_D09_073_2018_2 -               80     947      59     945      38     948    1367    +    2.6e-131  437.4  18.2  -
Bifidobacteriaceae_Neoscardovia                  -          LKAP-TSAKG2_D09_073_2018_2 -                6     880      61     946      55     948    1342    +      4e-131  436.9  18.7  -
Selenomonadaceae_Centipeda                       -          LKAP-TSAKG2_D09_073_2018_2 -               27     976      22     945      10     948    1494    +      5e-131  436.4  18.7  -
Soortiaceae_Soortia                              -          LKAP-TSAKG2_D09_073_2018_2 -               94     985      64     941      42     948    1516    +    5.4e-131  436.3  18.5  -
Halobacteroidaceae_Halonatronum                  -          LKAP-TSAKG2_D09_073_2018_2 -               50     932      61     940      38     948    1414    +    5.7e-131  436.2  18.3  -
Synergistaceae_Fretibacterium                    -          LKAP-TSAKG2_D09_073_2018_2 -               77     930      60     944      36     949    1440    +    9.4e-131  435.7  19.6  -
Thermaceae_Vulcanithermus                        -          LKAP-TSAKG2_D09_073_2018_2 -               79     942      58     945      36     948    1481    +    1.1e-130  435.5  17.3  -
Anaerolineaceae_Levilinea                        -          LKAP-TSAKG2_D09_073_2018_2 -               63     929      62     942      41     948    1424    +    1.2e-130  435.3  19.1  -
Blastocatellaceae_Tellurimicrobium               -          LKAP-TSAKG2_D09_073_2018_2 -               89     963      61     946      36     948    1485    +    1.3e-130  435.0  18.4  -
Thermoflexaceae_Thermoflexus                     -          LKAP-TSAKG2_D09_073_2018_2 -               10     944      14     945       7     948    1466    +    1.7e-130  435.1  19.2  -
Porphyromonadaceae_Muribaculum                   -          LKAP-TSAKG2_D09_073_2018_2 -               25     926      55     946      35     949    1460    +    2.2e-130  434.7  18.0  -
Flavobacteriaceae_Spongiiferula                  -          LKAP-TSAKG2_D09_073_2018_2 -               32     951      22     946      10     949    1441    +    2.5e-130  434.1  18.8  -
Flavobacteriaceae_Pseudozobellia                 -          LKAP-TSAKG2_D09_073_2018_2 -               11     938      23     946      15     949    1401    +    2.6e-130  434.1  18.4  -
Chitinophagaceae_Arvibacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               34     962      21     946      10     948    1470    +    2.7e-130  434.3  18.3  -
Flammeovirgaceae_Rapidithrix                     -          LKAP-TSAKG2_D09_073_2018_2 -               11     962      22     946      15     948    1465    +    2.7e-130  434.1  18.5  -
Eggerthellaceae_Asaccharobacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               87     952      61     945      40     948    1428    +    4.3e-130  433.7  18.5  -
Chroococcales_Chalicogloea                       -          LKAP-TSAKG2_D09_073_2018_2 -               44     922      22     946       9     948    1442    +    4.3e-130  433.2  17.9  -
Eggerthellaceae_Adlercreutzia                    -          LKAP-TSAKG2_D09_073_2018_2 -               87     952      61     945      40     948    1469    +    4.9e-130  433.5  18.5  -
Thermaceae_Rhabdothermus                         -          LKAP-TSAKG2_D09_073_2018_2 -               74     936      60     945      39     948    1472    +      5e-130  433.5  18.6  -
Selenomonadaceae_Schwartzia                      -          LKAP-TSAKG2_D09_073_2018_2 -               35     976      23     945      11     948    1489    +      6e-130  432.8  19.2  -
Anaerolineaceae_Longilinea                       -          LKAP-TSAKG2_D09_073_2018_2 -               63     931      61     942      34     948    1422    +    8.6e-130  432.7  19.6  -
Sporolactobacillaceae_Sinobaca                   -          LKAP-TSAKG2_D09_073_2018_2 -              107    1028      60     946      40     948    1531    +    9.7e-130  432.2  18.5  -
Eggerthellaceae_Parvibacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               42     940      24     945      11     948    1442    +    1.4e-129  431.9  18.7  -
Pseudonocardiaceae_Longimycelium                 -          LKAP-TSAKG2_D09_073_2018_2 -               53     899      22     944       9     949    1454    +    1.6e-129  431.6  18.8  -
Glycomycetaceae_Haloglycomyces                   -          LKAP-TSAKG2_D09_073_2018_2 -               12     914      40     944      27     949    1421    +    1.7e-129  431.6  18.3  -
Glycomycetaceae_Salilacibacter                   -          LKAP-TSAKG2_D09_073_2018_2 -               53     969      23     944       9     949    1494    +      2e-129  431.4  18.5  -
Sphingobacteriaceae_Pelobium                     -          LKAP-TSAKG2_D09_073_2018_2 -               52     970      22     945       9     948    1481    +    2.3e-129  431.2  19.4  -
Cytophagaceae_Meniscus                           -          LKAP-TSAKG2_D09_073_2018_2 -               36     954      22     947      10     949    1418    +    2.9e-129  430.6  18.3  -
Chitinophagaceae_Haoranjiania                    -          LKAP-TSAKG2_D09_073_2018_2 -               91     977      61     946      36     948    1489    +    3.1e-129  430.6  18.3  -
Prolixibacteraceae_Roseimarinus                  -          LKAP-TSAKG2_D09_073_2018_2 -               32     951      22     947      10     949    1442    +    4.3e-129  430.1  18.3  -
Bifidobacteriaceae_Bombiscardovia                -          LKAP-TSAKG2_D09_073_2018_2 -                1     913      14     946      14     948    1420    +    4.6e-129  430.1  19.1  -
Balneicellaceae_Balneicella                      -          LKAP-TSAKG2_D09_073_2018_2 -               36     967      22     946      10     949    1505    +    4.7e-129  429.9  18.4  -
Cytophagaceae_Arcticibacterium                   -          LKAP-TSAKG2_D09_073_2018_2 -               32     949      22     944      10     948    1439    +    4.8e-129  429.8  18.5  -
Eggerthellaceae_Denitrobacterium                 -          LKAP-TSAKG2_D09_073_2018_2 -               57     927      57     945      24     948    1413    +    6.7e-129  429.6  18.6  -
Microscillaceae_Microscilla                      -          LKAP-TSAKG2_D09_073_2018_2 -               54     937      60     946      39     948    1455    +    8.8e-129  429.0  18.3  -
Oligosphaeraceae_Oligosphaera                    -          LKAP-TSAKG2_D09_073_2018_2 -               60     931      62     944      41     949    1434    +    9.4e-129  429.0  18.8  -
Flavobacteriaceae_Bergeyella                     -          LKAP-TSAKG2_D09_073_2018_2 -                9     931      24     941      17     948    1446    +    9.8e-129  428.8  18.4  -
Isosphaeraceae_Singulisphaera                    -          LKAP-TSAKG2_D09_073_2018_2 -               68     942      60     937      44     948    1432    +    1.8e-128  427.9  18.6  -
Flavobacteriaceae_Ornithobacterium               -          LKAP-TSAKG2_D09_073_2018_2 -               78     958      60     940      32     948    1462    +    1.9e-128  427.7  18.8  -
Clostridiales_Flintibacter                       -          LKAP-TSAKG2_D09_073_2018_2 -               33     807      57     847      38     848     808    +      2e-128  428.1  17.3  -
Parachlamydiaceae_Parachlamydia                  -          LKAP-TSAKG2_D09_073_2018_2 -               77     981      61     941      41     948    1541    +    2.3e-128  427.6  18.6  -
Bernardetiaceae_Bernardetia                      -          LKAP-TSAKG2_D09_073_2018_2 -               67     957      61     946      40     948    1483    +    2.5e-128  427.4  18.4  -
Balneolaceae_Rhodohalobacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               65     948      57     946      37     949    1456    +    3.2e-128  427.4  18.5  -
Glycomycetaceae_Salininema                       -          LKAP-TSAKG2_D09_073_2018_2 -               54     968      24     944      10     949    1492    +    4.6e-128  426.8  18.5  -
Eggerthellaceae_Paraeggerthella                  -          LKAP-TSAKG2_D09_073_2018_2 -               33     934      23     945      10     948    1427    +    5.1e-128  426.6  18.9  -
Mesoaciditogaceae_Athalassotoga                  -          LKAP-TSAKG2_D09_073_2018_2 -               73     955      57     940      37     948    1500    +      7e-128  426.3  19.2  -
Synergistaceae_Aminiphilus                       -          LKAP-TSAKG2_D09_073_2018_2 -               74     945      42     944      21     949    1416    +    8.9e-128  425.9  19.3  -
Coriobacteriaceae_Coriobacterium                 -          LKAP-TSAKG2_D09_073_2018_2 -               35     931      23     945       8     948    1435    +    9.4e-128  426.3  19.0  -
Propionibacteriaceae_Granulicoccus               -          LKAP-TSAKG2_D09_073_2018_2 -                2     863      70     944      69     949    1315    +    9.5e-128  425.8  17.5  -
Eubacteriaceae_Faecalitalea                      -          LKAP-TSAKG2_D09_073_2018_2 -               99     993      60     945      25     948    1490    +    1.2e-127  425.3  19.0  -
Synergistaceae_Rarimicrobium                     -          LKAP-TSAKG2_D09_073_2018_2 -               42     907      52     946      30     948    1392    +    1.3e-127  425.3  19.7  -
Petrotogaceae_Petrotoga                          -          LKAP-TSAKG2_D09_073_2018_2 -               71     945      55     942      33     947    1487    +    1.3e-127  425.3  20.2  -
Erysipelotrichaceae_Allobaculum                  -          LKAP-TSAKG2_D09_073_2018_2 -               55     951      59     945      37     948    1479    +    1.9e-127  424.5  18.8  -
Parachlamydiaceae_Neochlamydia                   -          LKAP-TSAKG2_D09_073_2018_2 -               72     979      61     944      40     949    1529    +    2.9e-127  424.1  18.3  -
Cytophagaceae_Siphonobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               13     901      59     946      47     948    1351    +    3.7e-127  423.8  18.9  -
Erysipelotrichaceae_Kandleria                    -          LKAP-TSAKG2_D09_073_2018_2 -               33     955      23     946      10     948    1450    +    3.9e-127  423.7  18.3  -
Leptotrichiaceae_Sneathia                        -          LKAP-TSAKG2_D09_073_2018_2 -               55     944      40     945      20     948    1362    +    6.6e-127  422.9  19.7  -
Flavobacteriaceae_Soonwooa                       -          LKAP-TSAKG2_D09_073_2018_2 -               43     954      23     940      10     948    1449    +    7.6e-127  422.6  18.6  -
Rhodothermaceae_Longimonas                       -          LKAP-TSAKG2_D09_073_2018_2 -               34     952      24     944      11     948    1457    +    8.2e-127  422.4  18.2  -
