# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_C07_059_2018_2 -               18     854      13     847       6     847    1491    +           0 1054.5  14.5  -
Flavobacteriaceae_Oceanihabitans                 -          LKAP-TSAKG2_C07_059_2018_2 -               38     868      13     846       5     847    1514    +    1.5e-120  401.6  14.8  -
Petrotogaceae_Geotoga                            -          LKAP-TSAKG2_C07_059_2018_2 -               58     863      21     847      12     847    1613    +    1.6e-120  401.4  15.7  -
Aerococcaceae_Eremococcus                        -          LKAP-TSAKG2_C07_059_2018_2 -               19     857      21     847       9     847    1385    +    1.9e-120  401.2  14.5  -
Erysipelotrichaceae_Dielma                       -          LKAP-TSAKG2_C07_059_2018_2 -               49     874      21     847       8     847    1499    +      2e-120  401.4  15.5  -
Flavobacteriaceae_Arcticiflavibacter             -          LKAP-TSAKG2_C07_059_2018_2 -               47     868      20     846       6     847    1483    +    2.2e-120  401.0  14.8  -
Carnobacteriaceae_Dolosigranulum                 -          LKAP-TSAKG2_C07_059_2018_2 -               44     876      21     847       8     847    1523    +    2.5e-120  401.0  14.3  -
Chroococcales_Rubidibacter                       -          LKAP-TSAKG2_C07_059_2018_2 -               24     772      65     847      48     847    1359    +    2.5e-120  401.0  14.7  -
Streptosporangiaceae_Thermoactinospora           -          LKAP-TSAKG2_C07_059_2018_2 -               54     857      20     847       7     847    1533    +    2.8e-120  400.8  15.1  -
Carnobacteriaceae_Pisciglobus                    -          LKAP-TSAKG2_C07_059_2018_2 -               44     846      59     847      37     847    1501    +      3e-120  400.6  14.6  -
Thermomicrobiaceae_Thermorudis                   -          LKAP-TSAKG2_C07_059_2018_2 -               19     803      60     847      47     847    1375    +      3e-120  401.1  15.3  -
Cytophagales_Luteivirga                          -          LKAP-TSAKG2_C07_059_2018_2 -               36     820      58     846      37     847    1297    +    3.8e-120  400.4  14.5  -
Coriobacteriaceae_Enorma                         -          LKAP-TSAKG2_C07_059_2018_2 -               41     841      21     847      11     847    1465    +    3.8e-120  400.7  14.7  -
Enterococcaceae_Bavariicoccus                    -          LKAP-TSAKG2_C07_059_2018_2 -               29     875      23     847       9     847    1470    +    3.9e-120  400.2  14.5  -
Nocardiopsaceae_Actinorugispora                  -          LKAP-TSAKG2_C07_059_2018_2 -               56     874      20     847       7     847    1542    +    3.9e-120  400.4  14.9  -
Pseudonocardiaceae_Haloechinothrix               -          LKAP-TSAKG2_C07_059_2018_2 -               14     847      14     847       6     847    1474    +      4e-120  400.1  15.0  -
Longimicrobiaceae_Longimicrobium                 -          LKAP-TSAKG2_C07_059_2018_2 -               14     815      62     847      50     847    1413    +    4.4e-120  400.3  14.7  -
Flavobacteriaceae_Gilvibacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               35     858      20     846       6     847    1461    +    4.7e-120  400.0  14.6  -
Cryomorphaceae_Cryomorpha                        -          LKAP-TSAKG2_C07_059_2018_2 -               24     844      20     846       6     847    1422    +    5.2e-120  399.9  14.7  -
Flavobacteriaceae_Maritimimonas                  -          LKAP-TSAKG2_C07_059_2018_2 -                6     836      13     846       8     847    1416    +    5.4e-120  399.7  14.5  -
Ruminococcaceae_Harryflintia                     -          LKAP-TSAKG2_C07_059_2018_2 -                8     792      45     846      38     847    1363    +    5.4e-120  399.7  14.5  -
Dermatophilaceae_Tonsilliphilus                  -          LKAP-TSAKG2_C07_059_2018_2 -               45     859      20     847       7     847    1534    +    5.6e-120  399.6  15.0  -
Aerococcaceae_Ignavigranum                       -          LKAP-TSAKG2_C07_059_2018_2 -               29     866      21     847       8     847    1417    +      7e-120  399.4  14.4  -
Clostridiaceae_Intestinibacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               29     820      20     847       7     847    1429    +    7.9e-120  399.2  14.7  -
Heliobacteriaceae_Hydrogenispora                 -          LKAP-TSAKG2_C07_059_2018_2 -               28     838      21     847       7     847    1443    +    8.2e-120  399.2  14.4  -
Thermogemmatisporaceae_Thermogemmatispora        -          LKAP-TSAKG2_C07_059_2018_2 -               28     841      21     847       9     847    1443    +    8.9e-120  399.1  15.2  -
Veillonellaceae_Negativicoccus                   -          LKAP-TSAKG2_C07_059_2018_2 -                5     853      21     847      18     847    1401    +    8.9e-120  398.9  14.6  -
Dermabacteraceae_Helcobacillus                   -          LKAP-TSAKG2_C07_059_2018_2 -               27     841      20     847       7     847    1448    +    9.5e-120  398.9  14.6  -
Blastocatellales_Chloracidobacterium             -          LKAP-TSAKG2_C07_059_2018_2 -               48     834      21     847       7     847    1488    +    9.6e-120  398.9  15.1  -
Nannocystaceae_Plesiocystis                      -          LKAP-TSAKG2_C07_059_2018_2 -               39     862      20     847       6     847    1484    +    9.8e-120  399.1  14.7  -
Marinilabiliaceae_Alkalitalea                    -          LKAP-TSAKG2_C07_059_2018_2 -               47     868      20     846       8     847    1486    +    9.9e-120  398.9  15.0  -
Dermatophilaceae_Kineosphaera                    -          LKAP-TSAKG2_C07_059_2018_2 -               26     834      20     847       7     847    1461    +    1.1e-119  398.8  15.2  -
Nocardiopsaceae_Murinocardiopsis                 -          LKAP-TSAKG2_C07_059_2018_2 -               18     837      20     847       8     847    1418    +    1.1e-119  399.0  14.8  -
Nocardiopsaceae_Spinactinospora                  -          LKAP-TSAKG2_C07_059_2018_2 -                6     824      21     847      17     847    1452    +    1.1e-119  399.0  15.0  -
Flavobacteriaceae_Aquaticitalea                  -          LKAP-TSAKG2_C07_059_2018_2 -               18     842      13     846       5     847    1439    +    1.5e-119  398.4  14.7  -
Chitinophagaceae_Parasediminibacterium           -          LKAP-TSAKG2_C07_059_2018_2 -                9     825      21     846      14     847    1402    +    1.6e-119  398.4  14.6  -
Peptostreptococcaceae_Peptoanaerobacter          -          LKAP-TSAKG2_C07_059_2018_2 -               48     859      21     847       7     847    1517    +    1.6e-119  398.3  14.9  -
Flavobacteriaceae_Sungkyunkwania                 -          LKAP-TSAKG2_C07_059_2018_2 -               27     846      20     846       6     847    1442    +    1.7e-119  398.2  14.4  -
Actinopolysporaceae_Haloactinomyces              -          LKAP-TSAKG2_C07_059_2018_2 -               47     854      20     847       7     847    1518    +    1.9e-119  398.0  14.5  -
Sporomusaceae_Dendrosporobacter                  -          LKAP-TSAKG2_C07_059_2018_2 -               24     863      20     847       8     847    1506    +    1.9e-119  397.9  14.6  -
Nocardiaceae_Micropolyspora                      -          LKAP-TSAKG2_C07_059_2018_2 -               35     844      20     847       7     847    1461    +      2e-119  398.0  15.4  -
Flavobacteriaceae_Aurantivirga                   -          LKAP-TSAKG2_C07_059_2018_2 -               29     857      13     846       5     847    1456    +    2.1e-119  397.8  14.3  -
Leptospiraceae_Leptonema                         -          LKAP-TSAKG2_C07_059_2018_2 -               25     826      18     847       8     847    1428    +    2.2e-119  397.9  14.8  -
Cryomorphaceae_Luteibaculum                      -          LKAP-TSAKG2_C07_059_2018_2 -               34     857      20     846       6     847    1453    +    2.2e-119  397.9  14.3  -
Nocardioidaceae_Pimelobacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               27     834      20     847       7     847    1474    +    2.6e-119  397.7  14.9  -
Flavobacteriaceae_Pibocella                      -          LKAP-TSAKG2_C07_059_2018_2 -               24     851      20     846       6     847    1447    +    2.7e-119  397.5  14.2  -
Flavobacteriaceae_Zhouia                         -          LKAP-TSAKG2_C07_059_2018_2 -               34     860      20     846       6     847    1478    +    2.7e-119  397.5  14.8  -
Eubacteriaceae_Peptoclostridium                  -          LKAP-TSAKG2_C07_059_2018_2 -               41     854      22     847       8     847    1508    +    2.8e-119  397.6  14.7  -
Carnobacteriaceae_Atopobacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               35     884      21     847       8     847    1511    +      3e-119  397.1  14.5  -
Acidobacteriaceae_Silvibacterium                 -          LKAP-TSAKG2_C07_059_2018_2 -               48     835      21     846       8     847    1464    +    3.1e-119  397.3  15.1  -
Gloeomargaritaceae_Gloeomargarita                -          LKAP-TSAKG2_C07_059_2018_2 -               48     823      21     846       7     847    1482    +    3.6e-119  397.2  14.8  -
Puniceicoccaceae_Ruficoccus                      -          LKAP-TSAKG2_C07_059_2018_2 -               45     865      21     847       9     847    1471    +      4e-119  397.0  14.4  -
Catalimonadaceae_Catalinimonas                   -          LKAP-TSAKG2_C07_059_2018_2 -               20     833      26     846      10     847    1425    +    4.5e-119  396.8  15.0  -
Syntrophomonadaceae_Fervidicola                  -          LKAP-TSAKG2_C07_059_2018_2 -               48     866      21     846       8     847    1528    +    4.8e-119  396.9  15.1  -
Deferribacteraceae_Calditerrivibrio              -          LKAP-TSAKG2_C07_059_2018_2 -               37     867      21     847       7     847    1487    +    4.8e-119  396.8  14.6  -
Thermoanaerobacteraceae_Thermodesulfitimonas     -          LKAP-TSAKG2_C07_059_2018_2 -                1     774      67     847      67     847    1427    +    4.9e-119  396.8  14.2  -
Jonesiaceae_Populibacterium                      -          LKAP-TSAKG2_C07_059_2018_2 -               44     829      61     847      39     847    1411    +    5.1e-119  396.6  14.7  -
Halanaerobiaceae_Halarsenatibacter               -          LKAP-TSAKG2_C07_059_2018_2 -               91     900      55     847      34     847    1546    +    5.6e-119  396.4  15.1  -
Aerococcaceae_Globicatella                       -          LKAP-TSAKG2_C07_059_2018_2 -               18     856      22     847      11     847    1490    +    5.9e-119  396.1  14.4  -
Flavobacteriaceae_Aestuariibaculum               -          LKAP-TSAKG2_C07_059_2018_2 -               47     864      20     846       6     847    1482    +    6.1e-119  396.2  14.3  -
Prolixibacteraceae_Mariniphaga                   -          LKAP-TSAKG2_C07_059_2018_2 -               18     846      13     846       5     847    1443    +    6.8e-119  396.2  14.6  -
Flavobacteriaceae_Leptobacterium                 -          LKAP-TSAKG2_C07_059_2018_2 -               40     863      20     846       6     847    1437    +    6.9e-119  396.1  14.7  -
Flavobacteriaceae_Marixanthomonas                -          LKAP-TSAKG2_C07_059_2018_2 -                4     829      22     846      19     847    1397    +    7.2e-119  395.9  14.2  -
Mzabimycetaceae_Mzabimyces                       -          LKAP-TSAKG2_C07_059_2018_2 -               10     777      60     847      52     847    1357    +    7.2e-119  396.1  15.6  -
Thermoanaerobacteraceae_Thermacetogenium         -          LKAP-TSAKG2_C07_059_2018_2 -               28     846      21     847       8     847    1462    +    7.7e-119  396.1  14.9  -
Verrucomicrobiaceae_Persicirhabdus               -          LKAP-TSAKG2_C07_059_2018_2 -               39     864      21     846       9     847    1480    +    7.8e-119  396.1  14.8  -
Puniceicoccaceae_Puniceicoccus                   -          LKAP-TSAKG2_C07_059_2018_2 -               37     862      21     847       9     847    1480    +      9e-119  395.8  14.1  -
