# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B04_030_2017_1 -               23     984       6     966       3     966    1526    +           0 1159.4  32.9  -
Flavobacteriaceae_Arcticiflavibacter             -          LKAP-GUTHK2_B04_030_2017_1 -               87     959      75     962      55     966    1483    +    2.6e-118  394.3  27.9  -
Flavobacteriaceae_Meridianimaribacter            -          LKAP-GUTHK2_B04_030_2017_1 -               79     951      75     962      55     966    1470    +    2.9e-118  394.2  28.0  -
Chitinophagaceae_Vibrionimonas                   -          LKAP-GUTHK2_B04_030_2017_1 -               47     917      77     962      56     966    1409    +    4.3e-118  393.8  28.1  -
Chitinophagaceae_Heliimonas                      -          LKAP-GUTHK2_B04_030_2017_1 -               64     936      76     962      56     966    1456    +    4.5e-118  393.5  28.8  -
Cytophagaceae_Rudanella                          -          LKAP-GUTHK2_B04_030_2017_1 -               32     904      77     962      57     966    1387    +    4.7e-118  393.7  28.2  -
Flavobacteriaceae_Zhouia                         -          LKAP-GUTHK2_B04_030_2017_1 -               80     951      77     962      57     966    1478    +    5.7e-118  393.4  27.9  -
Flavobacteriaceae_Oceanihabitans                 -          LKAP-GUTHK2_B04_030_2017_1 -               87     959      75     962      55     966    1514    +    7.1e-118  392.9  28.3  -
Porphyromonadaceae_Microbacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               85     960      76     962      54     966    1488    +    1.2e-117  392.3  28.4  -
Flavobacteriaceae_Weeksella                      -          LKAP-GUTHK2_B04_030_2017_1 -               85     956      77     962      56     966    1509    +    1.3e-117  392.1  27.7  -
Flavobacteriaceae_Citreitalea                    -          LKAP-GUTHK2_B04_030_2017_1 -               42     935      43     962      22     966    1440    +    1.6e-117  391.7  29.0  -
Rikenellaceae_Rikenella                          -          LKAP-GUTHK2_B04_030_2017_1 -              103     972      77     962      56     966    1472    +    1.9e-117  391.5  28.7  -
Chitinophagaceae_Hydrobacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               94     964      77     962      56     966    1348    +    2.2e-117  391.6  28.0  -
Flavobacteriaceae_Chishuiella                    -          LKAP-GUTHK2_B04_030_2017_1 -               84     954      76     962      55     966    1480    +    2.7e-117  390.9  28.2  -
Prolixibacteraceae_Draconibacterium              -          LKAP-GUTHK2_B04_030_2017_1 -               86     957      76     962      33     966    1486    +    3.3e-117  390.6  28.8  -
Flavobacteriaceae_Bergeyella                     -          LKAP-GUTHK2_B04_030_2017_1 -               49     920      76     962      56     966    1446    +    3.4e-117  390.6  28.2  -
Flavobacteriaceae_Antarcticimonas                -          LKAP-GUTHK2_B04_030_2017_1 -               76     949      75     962      55     966    1468    +    3.7e-117  390.4  29.4  -
Bernardetiaceae_Bernardetia                      -          LKAP-GUTHK2_B04_030_2017_1 -               64     941      76     962      54     966    1483    +    4.7e-117  390.1  28.1  -
Chitinophagaceae_Pseudobacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               75     946      76     962      54     966    1432    +    5.2e-117  390.2  28.5  -
Chitinophagaceae_Niveitalea                      -          LKAP-GUTHK2_B04_030_2017_1 -               91     961      77     962      56     966    1494    +    9.1e-117  389.4  28.4  -
Flavobacteriaceae_Flavicella                     -          LKAP-GUTHK2_B04_030_2017_1 -               26     896      75     962      57     966    1375    +      1e-116  389.2  28.1  -
Isosphaeraceae_Aquisphaera                       -          LKAP-GUTHK2_B04_030_2017_1 -               78     944      78     965      58     966    1480    +    1.1e-116  389.4  27.6  -
Chitinophagaceae_Arvibacter                      -          LKAP-GUTHK2_B04_030_2017_1 -               76     946      77     962      57     966    1470    +    1.3e-116  389.0  28.0  -
Phycisphaeraceae_Phycisphaera                    -          LKAP-GUTHK2_B04_030_2017_1 -               63     918      77     965      50     966    1461    +    1.4e-116  388.9  28.5  -
Prolixibacteraceae_Roseimarinus                  -          LKAP-GUTHK2_B04_030_2017_1 -               48     934      51     962      29     966    1442    +    2.6e-116  387.9  29.0  -
Flavobacteriaceae_Aestuariibaculum               -          LKAP-GUTHK2_B04_030_2017_1 -               85     955      75     962      55     966    1482    +    2.6e-116  387.7  28.0  -
Flavobacteriaceae_Algitalea                      -          LKAP-GUTHK2_B04_030_2017_1 -               67     939      75     962      55     966    1444    +    3.8e-116  387.2  27.9  -
Cytophagaceae_Rhodonellum                        -          LKAP-GUTHK2_B04_030_2017_1 -                3     867      81     961      79     966    1350    +    3.9e-116  387.3  25.8  -
Flavobacteriaceae_Pustulibacterium               -          LKAP-GUTHK2_B04_030_2017_1 -               38     908      77     962      57     966    1421    +    4.2e-116  387.0  27.7  -
Flavobacteriaceae_Aquaticitalea                  -          LKAP-GUTHK2_B04_030_2017_1 -               54     933      68     962      47     966    1439    +    4.8e-116  387.0  29.3  -
Cytophagales_Thermoflexibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               84     954      75     962      55     966    1516    +    5.6e-116  386.7  28.6  -
Flavobacteriaceae_Costertonia                    -          LKAP-GUTHK2_B04_030_2017_1 -               69     939      77     962      56     966    1482    +    5.8e-116  386.8  28.5  -
Flavobacteriaceae_Joostella                      -          LKAP-GUTHK2_B04_030_2017_1 -               62     932      77     962      57     966    1427    +      6e-116  386.6  27.7  -
Isosphaeraceae_Isosphaera                        -          LKAP-GUTHK2_B04_030_2017_1 -               74     952      78     966      58     966    1511    +    6.5e-116  386.8  28.5  -
Planctomycetaceae_Schlesneria                    -          LKAP-GUTHK2_B04_030_2017_1 -               60     955      50     965      28     966    1446    +    7.1e-116  386.4  29.4  -
Flavobacteriaceae_Litoribaculum                  -          LKAP-GUTHK2_B04_030_2017_1 -               83     952      75     962      55     966    1447    +    7.8e-116  386.1  28.4  -
Flavobacteriaceae_Leptobacterium                 -          LKAP-GUTHK2_B04_030_2017_1 -               83     954      76     962      56     966    1437    +    8.7e-116  386.1  28.3  -
Cytophagaceae_Fibrella                           -          LKAP-GUTHK2_B04_030_2017_1 -               67     940      76     962      55     966    1319    +    1.3e-115  385.8  28.9  -
Cryomorphaceae_Luteibaculum                      -          LKAP-GUTHK2_B04_030_2017_1 -               76     948      75     962      55     966    1453    +    1.4e-115  385.5  28.2  -
Flavobacteriaceae_Vitellibacter                  -          LKAP-GUTHK2_B04_030_2017_1 -               83     960      77     962      57     966    1511    +    1.6e-115  385.2  28.0  -
Rikenellaceae_Acetobacteroides                   -          LKAP-GUTHK2_B04_030_2017_1 -               61     933      75     962      42     966    1440    +    1.8e-115  385.2  29.0  -
Flavobacteriaceae_Maritimimonas                  -          LKAP-GUTHK2_B04_030_2017_1 -               57     927      75     962      55     966    1416    +    1.9e-115  384.8  28.2  -
Flavobacteriaceae_Hoppeia                        -          LKAP-GUTHK2_B04_030_2017_1 -               53     946      47     962      25     966    1489    +    2.3e-115  384.5  29.6  -
Crocinitomicaceae_Salinirepens                   -          LKAP-GUTHK2_B04_030_2017_1 -               72     942      76     962      56     966    1450    +    3.9e-115  383.8  28.4  -
Flavobacteriaceae_Marinirhabdus                  -          LKAP-GUTHK2_B04_030_2017_1 -               70     941      75     962      55     966    1446    +    4.8e-115  383.7  28.6  -
Gemmataceae_Fimbriiglobus                        -          LKAP-GUTHK2_B04_030_2017_1 -               69     917      78     965      57     966    1390    +      6e-115  383.6  27.7  -
Flavobacteriaceae_Algoriella                     -          LKAP-GUTHK2_B04_030_2017_1 -               85     953      77     961      57     966    1483    +    7.2e-115  383.0  28.1  -
Flavobacteriaceae_Ascidiimonas                   -          LKAP-GUTHK2_B04_030_2017_1 -               66     937      76     962      55     966    1442    +    1.1e-114  382.3  27.7  -
Cytophagaceae_Rhabdobacter                       -          LKAP-GUTHK2_B04_030_2017_1 -               56     928      77     962      56     966    1434    +    1.4e-114  382.2  29.6  -
Flavobacteriaceae_Xanthomarina                   -          LKAP-GUTHK2_B04_030_2017_1 -               78     948      75     962      55     966    1461    +    1.5e-114  382.0  28.6  -
Flavobacteriaceae_Gelatiniphilus                 -          LKAP-GUTHK2_B04_030_2017_1 -               90     960      77     962      57     966    1487    +    1.5e-114  381.7  28.0  -
Flavobacteriaceae_Frondibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               65     935      77     962      57     966    1440    +    1.9e-114  381.5  27.8  -
Filobacteriaceae_Filobacterium                   -          LKAP-GUTHK2_B04_030_2017_1 -               90     959      77     962      56     966    1521    +    3.1e-114  380.8  28.9  -
Planctomycetaceae_Rubripirellula                 -          LKAP-GUTHK2_B04_030_2017_1 -               82     947      78     965      58     966    1452    +    3.9e-114  380.5  28.0  -
Flavobacteriaceae_Fulvibacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               24     896      75     962      56     966    1408    +    6.3e-114  379.8  27.8  -
Flavobacteriaceae_Neptunitalea                   -          LKAP-GUTHK2_B04_030_2017_1 -               64     933      76     962      56     966    1438    +    7.1e-114  379.8  28.5  -
Flavobacteriaceae_Corallibacter                  -          LKAP-GUTHK2_B04_030_2017_1 -               77     949      75     962      55     966    1463    +    8.4e-114  379.5  27.7  -
Flavobacteriaceae_Ichthyenterobacterium          -          LKAP-GUTHK2_B04_030_2017_1 -               91     963      75     962      55     966    1488    +    1.1e-113  379.1  28.0  -
Chitinophagaceae_Parafilimonas                   -          LKAP-GUTHK2_B04_030_2017_1 -               73     943      77     962      56     966    1461    +      2e-113  378.1  28.1  -
Flavobacteriaceae_Jejuia                         -          LKAP-GUTHK2_B04_030_2017_1 -               87     956      75     962      55     966    1480    +    3.2e-113  377.5  28.2  -
Flavobacteriaceae_Pibocella                      -          LKAP-GUTHK2_B04_030_2017_1 -               66     942      75     962      55     966    1447    +    6.1e-113  376.6  28.0  -
Flavobacteriaceae_Mangrovimonas                  -          LKAP-GUTHK2_B04_030_2017_1 -               91     963      75     962      55     966    1487    +    8.6e-113  376.1  28.5  -
Flavobacteriaceae_Croceibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               93     963      77     962      56     966    1521    +      2e-112  375.0  28.5  -
Gemmataceae_Gemmata                              -          LKAP-GUTHK2_B04_030_2017_1 -               72     923      74     965      40     966    1491    +    2.1e-112  374.9  29.1  -
Flavobacteriaceae_Marixanthomonas                -          LKAP-GUTHK2_B04_030_2017_1 -               46     920      75     962      55     966    1397    +    2.5e-112  374.5  28.7  -
Balneicellaceae_Balneicella                      -          LKAP-GUTHK2_B04_030_2017_1 -               77     951      75     962      55     966    1505    +    3.8e-112  374.0  28.4  -
Flavobacteriaceae_Arenitalea                     -          LKAP-GUTHK2_B04_030_2017_1 -               91     959      75     962      55     966    1483    +    5.1e-112  373.5  28.2  -
