# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_C04_028_2018_2 -               39     845      21     826       4     828    1492    +           0 1042.7  20.5  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_C04_028_2018_2 -               18     835      13     826       4     828    1485    +    9.5e-308 1022.0  20.6  -
Thermaceae_Vulcanithermus                        -          LKAP-TSAKG2_C04_028_2018_2 -               36     794      21     807       5     824    1481    +    1.6e-122  408.3  21.4  -
Flavobacteriaceae_Sediminicola                   -          LKAP-TSAKG2_C04_028_2018_2 -               28     800      20     807       3     817    1449    +    1.8e-122  407.7  22.1  -
Flavobacteriaceae_Tenacibaculum                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     807      21     808       5     822    1444    +    1.8e-122  407.9  20.7  -
Vibrionaceae_Paraphotobacterium                  -          LKAP-TSAKG2_C04_028_2018_2 -               53     826      20     798       3     818    1539    +    2.1e-122  407.6  21.3  -
Rhodobacteraceae_Aquimixticola                   -          LKAP-TSAKG2_C04_028_2018_2 -               28     749      20     803       3     820    1388    +    2.2e-122  407.8  23.0  -
Rhodobacteraceae_Sediminimonas                   -          LKAP-TSAKG2_C04_028_2018_2 -               17     747      14     807       3     822    1368    +    2.3e-122  407.7  23.2  -
Flavobacteriaceae_Lutibacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     815      21     814       5     824    1444    +    2.6e-122  407.3  20.2  -
Bifidobacteriaceae_Parascardovia                 -          LKAP-TSAKG2_C04_028_2018_2 -               32     807      10     806       3     823    1518    +    2.8e-122  407.4  22.0  -
Rhodobacteraceae_Marinibacterium                 -          LKAP-TSAKG2_C04_028_2018_2 -               29     751      21     807       3     822    1378    +    3.6e-122  407.1  22.4  -
Flavobacteriaceae_Salegentibacter                -          LKAP-TSAKG2_C04_028_2018_2 -               26     805      21     807       5     817    1471    +    3.6e-122  406.6  20.8  -
Acetobacteraceae_Rubritepida                     -          LKAP-TSAKG2_C04_028_2018_2 -               35     759      51     821      29     827    1429    +    3.9e-122  406.9  21.2  -
Sphingobacteriaceae_Arcticibacter                -          LKAP-TSAKG2_C04_028_2018_2 -               29     799      21     806       4     816    1441    +    3.9e-122  406.8  21.6  -
Flavobacteriaceae_Aquimarina                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     804      21     807       4     819    1453    +      4e-122  406.5  20.5  -
Parvularculaceae_Aquisalinus                     -          LKAP-TSAKG2_C04_028_2018_2 -               49     774      21     808       4     823    1426    +    4.4e-122  406.9  22.7  -
Acetobacteraceae_Acidicaldus                     -          LKAP-TSAKG2_C04_028_2018_2 -               16     728      59     813      41     827    1340    +    4.8e-122  406.9  21.8  -
Flammeovirgaceae_Perexilibacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               49     828      20     811       3     823    1477    +    5.3e-122  406.4  21.5  -
Rhodospirillales_Elioraea                        -          LKAP-TSAKG2_C04_028_2018_2 -               31     742      49     806      28     821    1413    +    5.8e-122  406.7  21.6  -
Oscillatoriales_Planktothricoides                -          LKAP-TSAKG2_C04_028_2018_2 -               11     711      57     804      46     822    1369    +    6.2e-122  406.2  21.2  -
Rhodobacteraceae_Oceanibulbus                    -          LKAP-TSAKG2_C04_028_2018_2 -               33     762      20     811       3     823    1379    +    6.4e-122  406.3  23.0  -
Prevotellaceae_Paraprevotella                    -          LKAP-TSAKG2_C04_028_2018_2 -               29     801      21     799      13     817    1481    +    7.2e-122  405.8  20.4  -
Rhodobacteraceae_Salipiger                       -          LKAP-TSAKG2_C04_028_2018_2 -               16     739      21     807       8     822    1364    +    7.6e-122  406.0  22.7  -
Desulfurobacteriaceae_Phorcysia                  -          LKAP-TSAKG2_C04_028_2018_2 -                2     752      74     806      73     824    1349    +      8e-122  406.3  19.4  -
Cytophagaceae_Dyadobacter                        -          LKAP-TSAKG2_C04_028_2018_2 -               55     793      63     811      42     824    1416    +    8.5e-122  405.6  21.0  -
Shewanellaceae_Psychrobium                       -          LKAP-TSAKG2_C04_028_2018_2 -               28     803      20     798       3     817    1469    +    8.8e-122  405.7  21.2  -
Nevskiaceae_Fontimonas                           -          LKAP-TSAKG2_C04_028_2018_2 -               38     813      21     816       4     827    1468    +      1e-121  405.7  20.6  -
Acetobacteraceae_Bombella                        -          LKAP-TSAKG2_C04_028_2018_2 -               36     768      21     813       4     826    1450    +      1e-121  405.6  22.8  -
Eggerthellaceae_Parvibacter                      -          LKAP-TSAKG2_C04_028_2018_2 -               37     799      21     817       3     826    1442    +    1.1e-121  405.6  22.7  -
Burkholderiales_Thiobacter                       -          LKAP-TSAKG2_C04_028_2018_2 -               43     818      20     806       3     820    1452    +    1.1e-121  405.6  22.0  -
Lysobacteriales_Povalibacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               43     843      10     817       3     827    1508    +    1.2e-121  405.4  21.4  -
Rhodobacteraceae_Rubribacterium                  -          LKAP-TSAKG2_C04_028_2018_2 -               25     748      20     815       3     823    1380    +    1.3e-121  405.5  23.3  -
Flavobacteriaceae_Pseudofulvibacter              -          LKAP-TSAKG2_C04_028_2018_2 -               29     805      21     810       5     816    1442    +    1.3e-121  404.8  21.5  -
Chromobacteriaceae_Formivibrio                   -          LKAP-TSAKG2_C04_028_2018_2 -               36     826      20     823       3     827    1490    +    1.4e-121  405.2  21.0  -
Neisseriaceae_Snodgrassella                      -          LKAP-TSAKG2_C04_028_2018_2 -               60     839      20     806       3     819    1547    +    1.4e-121  404.9  21.8  -
Eggerthellaceae_Asaccharobacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               35     811      10     817       3     826    1428    +    1.5e-121  405.2  22.8  -
Hyphomicrobiaceae_Aquabacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               45     777      21     817       3     826    1474    +    1.5e-121  405.1  22.6  -
Nautiliaceae_Cetia                               -          LKAP-TSAKG2_C04_028_2018_2 -               43     806      10     812       3     824    1482    +    1.5e-121  405.1  22.9  -
Flavobacteriaceae_Kordia                         -          LKAP-TSAKG2_C04_028_2018_2 -               34     813      21     809       5     819    1458    +    1.6e-121  404.5  21.1  -
Eggerthellaceae_Adlercreutzia                    -          LKAP-TSAKG2_C04_028_2018_2 -               35     811      10     817       3     826    1469    +    1.6e-121  405.1  22.8  -
Helicobacteraceae_Wolinella                      -          LKAP-TSAKG2_C04_028_2018_2 -               54     794      20     804       3     823    1481    +    1.7e-121  404.9  22.2  -
Bryobacteraceae_Paludibaculum                    -          LKAP-TSAKG2_C04_028_2018_2 -               47     780      20     803       3     824    1413    +    1.7e-121  404.9  22.6  -
Burkholderiales_Mitsuaria                        -          LKAP-TSAKG2_C04_028_2018_2 -               48     835      20     819       3     827    1490    +    1.7e-121  404.9  21.2  -
Burkholderiales_Aquincola                        -          LKAP-TSAKG2_C04_028_2018_2 -               28     813      20     817       3     826    1451    +    1.9e-121  404.7  21.6  -
Acetobacteraceae_Endobacter                      -          LKAP-TSAKG2_C04_028_2018_2 -               52     787      21     812       4     826    1492    +    2.3e-121  404.7  22.4  -
Micropepsaceae_Micropepsis                       -          LKAP-TSAKG2_C04_028_2018_2 -               48     777      21     811       4     826    1455    +    2.3e-121  404.3  22.7  -
Phyllobacteriaceae_Lentilitoribacter             -          LKAP-TSAKG2_C04_028_2018_2 -               29     757      21     811       3     823    1443    +    2.4e-121  404.5  23.0  -
Acetobacteraceae_Granulibacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               78     782      57     807      29     826    1491    +    2.4e-121  404.5  21.3  -
Acetobacteraceae_Rhodovarius                     -          LKAP-TSAKG2_C04_028_2018_2 -               50     775      21     808       3     827    1458    +    2.4e-121  404.5  22.7  -
Rhodobacteraceae_Rhodobaculum                    -          LKAP-TSAKG2_C04_028_2018_2 -               51     777      20     807       3     823    1436    +    2.6e-121  404.4  23.2  -
Elusimicrobiaceae_Elusimicrobium                 -          LKAP-TSAKG2_C04_028_2018_2 -                8     786      21     822      16     827    1395    +    2.9e-121  403.9  20.7  -
Enterobacteriaceae_Izhakiella                    -          LKAP-TSAKG2_C04_028_2018_2 -               45     820      20     800       3     820    1502    +    2.9e-121  404.1  21.1  -
Sphaerobacteraceae_Nitrolancea                   -          LKAP-TSAKG2_C04_028_2018_2 -               48     814      20     820       3     827    1470    +      3e-121  404.1  22.9  -
Rhodobacteraceae_Planktomarina                   -          LKAP-TSAKG2_C04_028_2018_2 -               28     756      21     811       3     826    1441    +    3.2e-121  403.9  22.3  -
Rhodobacteraceae_Marinovum                       -          LKAP-TSAKG2_C04_028_2018_2 -               28     751      21     807       3     822    1348    +    3.4e-121  403.9  23.1  -
Chromobacteriaceae_Laribacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               28     811      20     815       3     827    1459    +    4.3e-121  403.5  21.3  -
Flavobacteriaceae_Robiginitalea                  -          LKAP-TSAKG2_C04_028_2018_2 -               52     833      21     808       5     821    1525    +    4.3e-121  403.3  21.2  -
Nocardioidaceae_Pimelobacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               15     794      10     817       3     826    1474    +    4.4e-121  403.5  21.5  -
Rhodobacteraceae_Yangia                          -          LKAP-TSAKG2_C04_028_2018_2 -               16     737      21     803       9     819    1351    +      5e-121  403.3  22.6  -
Rhodobacteraceae_Pseudooctadecabacter            -          LKAP-TSAKG2_C04_028_2018_2 -               29     762      21     816       4     827    1384    +    5.1e-121  403.2  22.0  -
Pyrinomonadaceae_Arenimicrobium                  -          LKAP-TSAKG2_C04_028_2018_2 -               48     843      20     810       3     823    1521    +    6.1e-121  402.9  21.8  -
Burkholderiaceae_Hydromonas                      -          LKAP-TSAKG2_C04_028_2018_2 -               21     779      44     807      28     825    1418    +    6.7e-121  402.9  19.8  -
Alcaligenaceae_Caenimicrobium                    -          LKAP-TSAKG2_C04_028_2018_2 -               29     815      21     820       4     826    1453    +    6.7e-121  402.9  20.8  -
Flavobacteriaceae_Gaetbulibacter                 -          LKAP-TSAKG2_C04_028_2018_2 -               29     804      21     808       5     821    1450    +    6.8e-121  402.4  21.2  -
Flavobacteriaceae_Actibacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               29     815      21     813       4     826    1449    +    7.4e-121  402.4  20.5  -
Enterobacteriaceae_Biostraticola                 -          LKAP-TSAKG2_C04_028_2018_2 -                2     762      27     792      26     812    1418    +    7.9e-121  402.7  20.4  -
Rhodobacteraceae_Salinihabitans                  -          LKAP-TSAKG2_C04_028_2018_2 -               28     753      20     807       3     822    1421    +      1e-120  402.3  23.1  -
Chitinophagaceae_Parasegetibacter                -          LKAP-TSAKG2_C04_028_2018_2 -               33     800      21     794       4     808    1470    +    1.2e-120  402.1  20.3  -
Burkholderiales_Piscinibacterium                 -          LKAP-TSAKG2_C04_028_2018_2 -                2     769      27     805      26     817    1415    +    1.2e-120  402.2  20.9  -
Orbaceae_Gilliamella                             -          LKAP-TSAKG2_C04_028_2018_2 -               55     824      20     798       3     820    1538    +    1.3e-120  401.8  20.9  -
