# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          F0113_LKAP-FHGF1_B04_030 -               27     836       9     817       2     817    1466    +    8.9e-307 1018.5  23.0  -
Pseudonocardiaceae_Yuhushiella                   -          F0113_LKAP-FHGF1_B04_030 -               47     814       9     803       3     816    1493    +    9.3e-122  405.7  22.4  -
Longimicrobiaceae_Longimicrobium                 -          F0113_LKAP-FHGF1_B04_030 -                9     776      57     811      46     817    1413    +    9.6e-122  405.7  22.3  -
Ruaniaceae_Ruania                                -          F0113_LKAP-FHGF1_B04_030 -               64     791      59     796      31     814    1454    +    9.7e-122  405.4  21.3  -
Micrococcaceae_Garicola                          -          F0113_LKAP-FHGF1_B04_030 -               27     795       9     800       3     816    1459    +    9.7e-122  405.6  22.1  -
Bacillaceae_Aquisalibacillus                     -          F0113_LKAP-FHGF1_B04_030 -               50     859       9     807       3     816    1484    +      1e-121  405.4  22.2  -
Chitinophagaceae_Flavihumibacter                 -          F0113_LKAP-FHGF1_B04_030 -               27     760      58     793      38     799    1417    +    1.1e-121  405.3  20.8  -
Chloroflexaceae_Chloroflexus                     -          F0113_LKAP-FHGF1_B04_030 -               47     783       9     803       5     816    1473    +    1.1e-121  405.5  22.3  -
Clostridiaceae_Asaccharospora                    -          F0113_LKAP-FHGF1_B04_030 -               54     793       9     799       3     816    1495    +    1.3e-121  405.0  21.7  -
Clostridiaceae_Lactonifactor                     -          F0113_LKAP-FHGF1_B04_030 -               46     818       9     799       3     815    1438    +    1.4e-121  405.0  22.2  -
Flavobacteriaceae_Mesonia                        -          F0113_LKAP-FHGF1_B04_030 -               27     802       9     799       3     816    1449    +    1.4e-121  404.5  21.6  -
Clostridiales_Caproiciproducens                  -          F0113_LKAP-FHGF1_B04_030 -               27     797       9     804       3     816    1445    +    1.5e-121  404.9  21.9  -
Nannocystaceae_Pseudenhygromyxa                  -          F0113_LKAP-FHGF1_B04_030 -               46     824       9     803       3     816    1494    +    1.5e-121  405.1  22.0  -
Micrococcaceae_Auritidibacter                    -          F0113_LKAP-FHGF1_B04_030 -               19     775       9     796       3     816    1466    +    1.5e-121  404.8  21.7  -
Gloeomargaritaceae_Gloeomargarita                -          F0113_LKAP-FHGF1_B04_030 -               73     792      62     813      36     817    1482    +    1.6e-121  404.9  20.9  -
Lactobacillaceae_Paralactobacillus               -          F0113_LKAP-FHGF1_B04_030 -               32     831       9     807       3     816    1495    +    1.7e-121  404.6  21.9  -
Carnobacteriaceae_Atopobacter                    -          F0113_LKAP-FHGF1_B04_030 -               34     843       9     809       3     816    1511    +    1.9e-121  404.4  21.8  -
Ruaniaceae_Haloactinobacterium                   -          F0113_LKAP-FHGF1_B04_030 -               51     808       9     796       3     813    1524    +      2e-121  404.5  21.8  -
Flavobacteriaceae_Galbibacter                    -          F0113_LKAP-FHGF1_B04_030 -               47     815       9     794       3     815    1484    +    2.2e-121  404.0  20.9  -
Ignavibacteriaceae_Ignavibacterium               -          F0113_LKAP-FHGF1_B04_030 -               27     807       9     803       4     816    1461    +    2.2e-121  404.4  21.7  -
Cytophagaceae_Larkinella                         -          F0113_LKAP-FHGF1_B04_030 -               34     796       9     796       4     816    1433    +    2.2e-121  404.2  21.3  -
Carnobacteriaceae_Allofustis                     -          F0113_LKAP-FHGF1_B04_030 -               27     817       9     803       3     816    1500    +    2.2e-121  404.2  22.2  -
Lachnospiraceae_Robinsoniella                    -          F0113_LKAP-FHGF1_B04_030 -               48     815       9     796       3     814    1525    +    2.4e-121  404.2  22.1  -
Propionibacteriaceae_Propionimicrobium           -          F0113_LKAP-FHGF1_B04_030 -               31     784       9     797       3     815    1502    +    2.5e-121  404.2  22.0  -
Oscillatoriales_Alkalinema                       -          F0113_LKAP-FHGF1_B04_030 -               27     753       9     800       3     816    1456    +    2.9e-121  404.1  20.9  -
Lachnospiraceae_Acetatifactor                    -          F0113_LKAP-FHGF1_B04_030 -               21     757      36     801      15     816    1376    +      3e-121  404.1  22.0  -
Carnobacteriaceae_Desemzia                       -          F0113_LKAP-FHGF1_B04_030 -               33     831       9     807       3     816    1505    +    3.3e-121  403.7  21.9  -
Propionibacteriaceae_Propioniferax               -          F0113_LKAP-FHGF1_B04_030 -               27     778       9     797       3     814    1465    +    3.3e-121  403.8  22.4  -
Spirochaetaceae_Borreliella                      -          F0113_LKAP-FHGF1_B04_030 -               42     816       9     796       4     801    1484    +    3.3e-121  403.5  21.3  -
Micrococcaceae_Acaricomes                        -          F0113_LKAP-FHGF1_B04_030 -               40     804       9     797       3     814    1478    +    3.4e-121  403.8  21.4  -
Clostridiales_Crassaminicella                    -          F0113_LKAP-FHGF1_B04_030 -                3     766      18     802      16     817    1456    +    3.7e-121  403.5  22.9  -
Nannocystaceae_Plesiocystis                      -          F0113_LKAP-FHGF1_B04_030 -               39     812       9     798       3     815    1484    +    3.8e-121  403.7  22.1  -
Clostridiales_Howardella                         -          F0113_LKAP-FHGF1_B04_030 -               47     817       9     798       3     813    1531    +      4e-121  403.5  21.6  -
Thermoactinomycetaceae_Seinonella                -          F0113_LKAP-FHGF1_B04_030 -               27     820       9     808       3     815    1501    +    4.1e-121  403.5  22.2  -
Peptostreptococcaceae_Paramaledivibacter         -          F0113_LKAP-FHGF1_B04_030 -              178     894      63     799      43     816    1577    +    4.2e-121  403.4  21.9  -
Thermoactinomycetaceae_Shimazuella               -          F0113_LKAP-FHGF1_B04_030 -               27     776       9     806       3     815    1459    +    5.8e-121  402.9  22.2  -
Micrococcaceae_Haematomicrobium                  -          F0113_LKAP-FHGF1_B04_030 -               28     788       9     797       3     814    1452    +    5.8e-121  403.1  20.9  -
Beutenbergiaceae_Miniimonas                      -          F0113_LKAP-FHGF1_B04_030 -               27     784       9     796       4     815    1447    +    6.3e-121  402.8  21.7  -
Dermatophilaceae_Tonsilliphilus                  -          F0113_LKAP-FHGF1_B04_030 -               45     804       9     796       3     816    1534    +    6.4e-121  402.7  22.0  -
Propionibacteriaceae_Propioniciclava             -          F0113_LKAP-FHGF1_B04_030 -               36     789       9     797       3     815    1453    +    6.5e-121  402.8  21.2  -
Propionibacteriaceae_Micropruina                 -          F0113_LKAP-FHGF1_B04_030 -               27     777       9     796       3     813    1438    +    6.5e-121  403.0  21.4  -
Dermatophilaceae_Piscicoccus                     -          F0113_LKAP-FHGF1_B04_030 -               27     778       9     795       3     814    1473    +    6.6e-121  402.7  22.2  -
Stigonematales_Iphinoe                           -          F0113_LKAP-FHGF1_B04_030 -               76     773      65     799      43     816    1446    +    7.4e-121  402.7  21.5  -
Bryobacteraceae_Paludibaculum                    -          F0113_LKAP-FHGF1_B04_030 -               46     783       9     802       3     816    1413    +    7.7e-121  402.7  22.4  -
Victivallaceae_Victivallis                       -          F0113_LKAP-FHGF1_B04_030 -               69     789      61     802      37     816    1456    +      8e-121  402.5  21.6  -
Flavobacteriaceae_Muriicola                      -          F0113_LKAP-FHGF1_B04_030 -               47     820       9     793       4     813    1490    +    8.7e-121  402.2  20.8  -
Fusobacteriaceae_Psychrilyobacter                -          F0113_LKAP-FHGF1_B04_030 -               23     739      66     800      46     817    1266    +    8.9e-121  402.4  21.7  -
Coriobacteriaceae_Enorma                         -          F0113_LKAP-FHGF1_B04_030 -               40     786       9     795       2     815    1465    +    1.1e-120  402.4  22.4  -
Aquificaceae_Thermocrinis                        -          F0113_LKAP-FHGF1_B04_030 -               15     814       9     800       3     817    1482    +    1.2e-120  401.8  22.4  -
Sporomusaceae_Thermosinus                        -          F0113_LKAP-FHGF1_B04_030 -               47     834       9     796       3     813    1554    +    1.2e-120  401.7  22.0  -
Thermoactinomycetaceae_Geothermomicrobium        -          F0113_LKAP-FHGF1_B04_030 -               76     801      56     802      35     815    1506    +    1.3e-120  402.0  22.3  -
Acidobacteriaceae_Bryocella                      -          F0113_LKAP-FHGF1_B04_030 -               46     781       9     796       3     813    1416    +    1.4e-120  401.6  21.4  -
Clostridiales_Kallipyga                          -          F0113_LKAP-FHGF1_B04_030 -               35     809       9     803       2     816    1474    +    1.4e-120  401.8  23.0  -
Bacillaceae_Tenuibacillus                        -          F0113_LKAP-FHGF1_B04_030 -               24     835       9     807       3     816    1479    +    1.4e-120  401.6  22.3  -
Streptosporangiaceae_Thermopolyspora             -          F0113_LKAP-FHGF1_B04_030 -                8     776       9     803       5     815    1493    +    1.6e-120  401.5  23.0  -
Enterococcaceae_Catellicoccus                    -          F0113_LKAP-FHGF1_B04_030 -                6     812       9     807       6     816    1480    +    1.6e-120  401.3  22.0  -
Ruminococcaceae_Sporobacter                      -          F0113_LKAP-FHGF1_B04_030 -               47     807       9     803       3     815    1506    +    1.7e-120  401.4  21.5  -
Clostridiaceae_Geosporobacter                    -          F0113_LKAP-FHGF1_B04_030 -              239     954      65     802      45     816    1627    +    1.8e-120  401.1  22.0  -
Corynebacteriaceae_Turicella                     -          F0113_LKAP-FHGF1_B04_030 -               25     806       9     795       3     815    1461    +      2e-120  401.2  22.2  -
Dermacoccaceae_Rudaeicoccus                      -          F0113_LKAP-FHGF1_B04_030 -               40     752      64     794      43     814    1394    +    2.1e-120  401.1  21.5  -
Salinibacteraceae_Salisaeta                      -          F0113_LKAP-FHGF1_B04_030 -               23     789       9     793       3     813    1425    +    2.4e-120  400.9  21.2  -
Cytophagaceae_Runella                            -          F0113_LKAP-FHGF1_B04_030 -               56     780      67     793      47     813    1428    +    2.4e-120  401.0  20.4  -
Thermoanaerobacteraceae_Gelria                   -          F0113_LKAP-FHGF1_B04_030 -              151     877      63     812      42     816    1725    +      3e-120  400.5  22.1  -
Thermodesulfobacteriaceae_Thermosulfurimonas     -          F0113_LKAP-FHGF1_B04_030 -               46     842       9     796       3     816    1532    +    3.1e-120  400.8  21.9  -
Anaerolineaceae_Ornatilinea                      -          F0113_LKAP-FHGF1_B04_030 -               44     808       9     806       3     814    1462    +    3.6e-120  400.6  22.7  -
