# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Shewanellaceae_Shewanella                        -          B1h_reverse          -              381    1442    1146      29    1166       9    1483    -      9e-304 1009.2  22.3  -
Halanaerobiaceae_Halarsenatibacter               -          B1h_reverse          -              398    1451    1168      66    1189      45    1546    -    4.1e-133  443.7  23.2  -
Balneolaceae_Fodinibius                          -          B1h_reverse          -              461    1378    1017      72    1075      44    1466    -    4.3e-133  443.7  20.9  -
Flavobacteriaceae_Sinomicrobium                  -          B1h_reverse          -              464    1404    1048      76    1068      54    1485    -    4.3e-133  443.6  20.7  -
Flammeovirgaceae_Flexithrix                      -          B1h_reverse          -              378    1403    1143      54    1166      33    1478    -    7.8e-133  442.9  21.9  -
Gloeomargaritaceae_Gloeomargarita                -          B1h_reverse          -              441    1401    1017      35    1053      12    1482    -    9.5e-133  442.6  22.6  -
Flavobacteriaceae_Flavivirga                     -          B1h_reverse          -              459    1376    1030      77    1068      56    1439    -      1e-132  442.3  19.8  -
Verrucomicrobiaceae_Persicirhabdus               -          B1h_reverse          -              473    1418    1030      58    1060      36    1480    -    1.3e-132  442.2  21.7  -
Planctomycetaceae_Gimesia                        -          B1h_reverse          -              460    1438    1039      36    1074      16    1504    -    1.5e-132  441.7  22.7  -
Flammeovirgaceae_Nafulsella                      -          B1h_reverse          -              374    1363    1120      74    1161      53    1441    -    1.6e-132  441.7  22.1  -
Ardenticatenia_Ardenticatena                     -          B1h_reverse          -              460    1419    1040      38    1067      17    1453    -    1.8e-132  441.9  22.9  -
Kosmotogaceae_Mesotoga                           -          B1h_reverse          -              433    1416    1056      47    1118      27    1478    -    2.5e-132  441.4  22.1  -
Erysipelotrichaceae_Allobaculum                  -          B1h_reverse          -              374    1376    1143      76    1164      55    1479    -    2.7e-132  440.9  21.4  -
Thermomicrobiaceae_Thermomicrobium               -          B1h_reverse          -              405    1270    1049     145    1072     141    1275    -    3.6e-132  441.0  23.9  -
Porphyromonadaceae_Barnesiella                   -          B1h_reverse          -              484    1395    1015      77    1036      57    1488    -    4.1e-132  440.7  20.8  -
Actinomycetales_Halopolyspora                    -          B1h_reverse          -              457    1388    1029      74    1050      51    1511    -    4.3e-132  440.4  21.8  -
Flavobacteriaceae_Olleya                         -          B1h_reverse          -              459    1379    1030      77    1067      56    1443    -    4.6e-132  440.2  19.9  -
Mesoaciditogaceae_Athalassotoga                  -          B1h_reverse          -              357    1440    1163      32    1185      15    1500    -    5.2e-132  440.3  24.1  -
Puniceicoccaceae_Cerasicoccus                    -          B1h_reverse          -              460    1399    1039      70    1077      39    1469    -    5.8e-132  439.8  21.3  -
Erysipelotrichaceae_Solobacterium                -          B1h_reverse          -              409    1397    1132      76    1161      54    1487    -    7.2e-132  439.8  21.3  -
Flavobacteriaceae_Cloacibacterium                -          B1h_reverse          -              448    1375    1041      76    1061      53    1439    -    8.4e-132  439.0  20.1  -
Blastocatellaceae_Blastocatella                  -          B1h_reverse          -              455    1391    1015      57    1035      36    1445    -    8.4e-132  439.3  20.5  -
Propionibacteriaceae_Granulicoccus               -          B1h_reverse          -              351    1306    1049      61    1070      52    1315    -    8.6e-132  439.5  22.5  -
Rhodospirillaceae_Tistlia                        -          B1h_reverse          -              348    1296    1104     129    1130     126    1299    -    8.7e-132  439.8  23.6  -
Thermogemmatisporaceae_Thermogemmatispora        -          B1h_reverse          -              436    1368    1046      70    1067      42    1443    -    9.8e-132  439.2  22.9  -
Lactobacillaceae_Sharpea                         -          B1h_reverse          -              434    1388    1067      75    1138      54    1460    -    1.3e-131  438.9  22.5  -
Planctomycetaceae_Rubinisphaera                  -          B1h_reverse          -              443    1391    1035      62    1058      41    1488    -    1.4e-131  438.8  20.9  -
Synergistaceae_Aminivibrio                       -          B1h_reverse          -              418    1404    1049      40    1074      20    1441    -    1.6e-131  438.5  22.2  -
Cytophagaceae_Arcicella                          -          B1h_reverse          -              413    1346    1047      76    1068      56    1410    -    1.8e-131  438.2  20.8  -
Thermomicrobiaceae_Thermorudis                   -          B1h_reverse          -              385    1362    1052      48    1072      36    1375    -      2e-131  438.6  24.0  -
Flammeovirgaceae_Sediminitomix                   -          B1h_reverse          -              450    1395    1054      71    1138      53    1415    -    2.5e-131  437.9  21.4  -
Haliscomenobacteraceae_Haliscomenobacter         -          B1h_reverse          -              447    1396    1059      74    1130      50    1509    -    3.5e-131  437.6  21.4  -
Waddliaceae_Waddlia                              -          B1h_reverse          -              495    1458    1043      52    1164      31    1557    -    3.6e-131  437.5  21.8  -
Phycisphaeraceae_Phycisphaera                    -          B1h_reverse          -              437    1389    1025      54    1048      33    1461    -    3.8e-131  437.5  21.0  -
Acidimicrobiaceae_Acidimicrobium                 -          B1h_reverse          -              449    1395    1028      53    1050      32    1465    -    5.2e-131  437.0  21.8  -
Fimbriimonadaceae_Fimbriimonas                   -          B1h_reverse          -              442    1398    1023      44    1047      23    1443    -    5.8e-131  436.6  21.8  -
Chthonomonadaceae_Chthonomonas                   -          B1h_reverse          -              412    1379    1049      55    1072      35    1411    -    6.3e-131  436.6  23.1  -
Planctomycetaceae_Thermostilla                   -          B1h_reverse          -              366    1422    1157      49    1182      24    1490    -    7.1e-131  436.5  23.4  -
Armatimonadaceae_Armatimonas                     -          B1h_reverse          -              445    1390    1016      51    1070      30    1438    -    7.3e-131  436.3  21.9  -
Peptostreptococcaceae_Peptoanaerobacter          -          B1h_reverse          -              466    1424    1041      54    1061      32    1517    -    7.5e-131  436.3  21.4  -
Rhodospirillaceae_Magnetovibrio                  -          B1h_reverse          -              419    1355    1047      75    1095      70    1361    -    7.8e-131  436.2  21.6  -
Anaerolineaceae_Thermomarinilinea                -          B1h_reverse          -              456    1389    1017      49    1061      28    1435    -    7.9e-131  436.5  22.2  -
Flammeovirgaceae_Imperialibacter                 -          B1h_reverse          -              354    1374    1149      67    1178      46    1420    -    8.3e-131  436.4  22.2  -
Synergistaceae_Aminiphilus                       -          B1h_reverse          -              440    1385    1049      76    1069      56    1416    -    9.6e-131  436.0  21.3  -
Blastocatellales_Chloracidobacterium             -          B1h_reverse          -              452    1405    1015      40    1036      18    1488    -      1e-130  435.8  21.9  -
Kiritimatiellaceae_Kiritimatiella                -          B1h_reverse          -              505    1454    1040      58    1071      37    1556    -    1.2e-130  435.5  21.6  -
Chroococcales_Chalicogloea                       -          B1h_reverse          -              435    1382    1015      47    1037      27    1442    -    1.3e-130  435.3  20.9  -
