# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_A10_080_2018_2 -               31     959      15     942       4     942    1526    +           0 1179.3  33.8  -
Marinilabiliaceae_Natronoflexus                  -          LKAP-TSAKG2_A10_080_2018_2 -               28     920      18     941       6     942    1467    +    1.1e-127  425.3  30.8  -
Chloroflexales_Kallotenue                        -          LKAP-TSAKG2_A10_080_2018_2 -               14     886      14     941       3     942    1355    +    1.3e-127  425.6  31.3  -
Sphingobacteriaceae_Pseudosphingobacterium       -          LKAP-TSAKG2_A10_080_2018_2 -               41     936      17     941       4     942    1481    +    1.5e-127  424.9  31.4  -
Flavobacteriaceae_Spongiiferula                  -          LKAP-TSAKG2_A10_080_2018_2 -               23     913      18     941       4     942    1441    +    1.6e-127  424.8  31.2  -
Cyclobacteriaceae_Indibacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               44     936      18     941       4     942    1502    +    1.6e-127  425.0  31.2  -
Puniceicoccaceae_Cerasicoccus                    -          LKAP-TSAKG2_A10_080_2018_2 -               34     926      18     941       4     942    1469    +    2.3e-127  424.2  31.1  -
Flavobacteriaceae_Flavimarina                    -          LKAP-TSAKG2_A10_080_2018_2 -               24     921      19     941       4     942    1448    +    2.7e-127  424.0  30.6  -
Flavobacteriaceae_Pseudozobellia                 -          LKAP-TSAKG2_A10_080_2018_2 -                2     900      19     941      18     942    1401    +    2.8e-127  424.1  30.4  -
Flavobacteriaceae_Yeosuana                       -          LKAP-TSAKG2_A10_080_2018_2 -               23     912      18     941       4     942    1469    +      3e-127  423.9  31.2  -
Chitinophagaceae_Panacibacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               22     919      17     941       4     942    1451    +    3.1e-127  423.8  31.1  -
Crocinitomicaceae_Wandonia                       -          LKAP-TSAKG2_A10_080_2018_2 -               43     942      18     941       4     942    1485    +    3.2e-127  423.8  31.6  -
Bernardetiaceae_Garritya                         -          LKAP-TSAKG2_A10_080_2018_2 -               17     921      12     941       3     942    1481    +    4.3e-127  423.6  31.8  -
Leptotrichiaceae_Sneathia                        -          LKAP-TSAKG2_A10_080_2018_2 -               76     907      81     941      53     942    1362    +    4.4e-127  423.4  28.2  -
Planctomycetaceae_Rubinisphaera                  -          LKAP-TSAKG2_A10_080_2018_2 -               42     903      17     941       4     942    1488    +    4.4e-127  423.6  31.2  -
Flavobacteriaceae_Taeania                        -          LKAP-TSAKG2_A10_080_2018_2 -               23     922      18     941       4     942    1449    +    6.7e-127  422.9  30.7  -
Porphyromonadaceae_Macellibacteroides            -          LKAP-TSAKG2_A10_080_2018_2 -               35     932      18     941       6     942    1502    +    6.7e-127  423.0  30.8  -
Rikenellaceae_Mucinivorans                       -          LKAP-TSAKG2_A10_080_2018_2 -               44     933      18     941       4     942    1511    +    9.3e-127  422.3  31.2  -
Flavobacteriaceae_Confluentibacter               -          LKAP-TSAKG2_A10_080_2018_2 -               23     911      18     941       4     942    1438    +    9.5e-127  422.3  31.2  -
Cyclobacteriaceae_Aquiflexum                     -          LKAP-TSAKG2_A10_080_2018_2 -               37     930      18     941       4     942    1459    +    1.3e-126  422.0  30.2  -
Cyclobacteriaceae_Mongoliitalea                  -          LKAP-TSAKG2_A10_080_2018_2 -               35     883      79     941      59     942    1386    +    1.6e-126  421.6  29.2  -
Marinilabiliaceae_Alkalitalea                    -          LKAP-TSAKG2_A10_080_2018_2 -               44     937      19     941       6     942    1486    +    2.1e-126  421.1  30.9  -
Flavobacteriaceae_Aurantivirga                   -          LKAP-TSAKG2_A10_080_2018_2 -               34     926      18     941       4     942    1456    +    2.8e-126  420.7  30.4  -
Marinilabiliaceae_Alkaliflexus                   -          LKAP-TSAKG2_A10_080_2018_2 -               50     942      18     941       4     942    1467    +    4.9e-126  420.0  31.0  -
Petrotogaceae_Oceanotoga                         -          LKAP-TSAKG2_A10_080_2018_2 -               33     920      13     941       3     942    1469    +    5.3e-126  420.0  32.3  -
Marinilabiliaceae_Mangroviflexus                 -          LKAP-TSAKG2_A10_080_2018_2 -               23     913      18     941       6     942    1440    +    5.6e-126  419.8  31.6  -
Flavobacteriaceae_Coenonia                       -          LKAP-TSAKG2_A10_080_2018_2 -               43     933      18     941       4     942    1606    +    5.7e-126  419.7  30.4  -
Marinifilaceae_Ancylomarina                      -          LKAP-TSAKG2_A10_080_2018_2 -               23     919      18     941       6     942    1450    +      6e-126  419.6  30.7  -
Cyclobacteriaceae_Mongoliibacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               41     934      17     941       4     942    1511    +    7.2e-126  419.5  30.1  -
Aquificaceae_Hydrogenobaculum                    -          LKAP-TSAKG2_A10_080_2018_2 -               24     929      18     941       5     942    1436    +    1.3e-125  418.9  30.8  -
Simkaniaceae_Simkania                            -          LKAP-TSAKG2_A10_080_2018_2 -               82     956      78     941      56     942    1545    +    1.4e-125  418.4  29.5  -
Cytophagaceae_Meniscus                           -          LKAP-TSAKG2_A10_080_2018_2 -               26     915      17     941       4     942    1418    +    1.9e-125  418.0  32.0  -
Marinilabiliaceae_Marinilabilia                  -          LKAP-TSAKG2_A10_080_2018_2 -               24     919      19     941       6     942    1449    +    2.1e-125  417.8  30.9  -
Planctomycetaceae_Roseimaritima                  -          LKAP-TSAKG2_A10_080_2018_2 -               16     905      12     941       3     942    1449    +    2.2e-125  417.7  31.8  -
Flavobacteriaceae_Sungkyunkwania                 -          LKAP-TSAKG2_A10_080_2018_2 -               23     915      18     941       4     942    1442    +    2.3e-125  417.9  31.5  -
Acetobacteraceae_Neoasaia                        -          LKAP-TSAKG2_A10_080_2018_2 -               23     753      18     822       4     830    1457    +    2.4e-125  417.9  26.3  -
Cyclobacteriaceae_Mariniradius                   -          LKAP-TSAKG2_A10_080_2018_2 -               27     920      17     941       4     942    1359    +    2.6e-125  418.1  30.3  -
Flavobacteriaceae_Gilvibacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               31     927      18     941       4     942    1461    +    3.1e-125  417.3  30.5  -
Planctomycetaceae_Planctopirus                   -          LKAP-TSAKG2_A10_080_2018_2 -               42     931      18     941       4     942    1528    +    3.3e-125  417.3  31.7  -
Planctomycetaceae_Mariniblastus                  -          LKAP-TSAKG2_A10_080_2018_2 -               16     899      12     941       3     942    1439    +    3.6e-125  417.1  31.0  -
Schleiferiaceae_Schleiferia                      -          LKAP-TSAKG2_A10_080_2018_2 -               42     936      18     941       4     942    1499    +    3.9e-125  417.2  31.9  -
Flavobacteriaceae_Hwangdonia                     -          LKAP-TSAKG2_A10_080_2018_2 -               23     919      18     941       4     942    1479    +    4.8e-125  416.6  31.0  -
Ichthyobacteriaceae_Ichthyobacterium             -          LKAP-TSAKG2_A10_080_2018_2 -               44     942      19     941       6     942    1521    +    4.8e-125  416.7  30.7  -
Flavobacteriaceae_Aureitalea                     -          LKAP-TSAKG2_A10_080_2018_2 -               26     920      18     941       4     942    1392    +    5.3e-125  416.5  30.5  -
Chitinophagaceae_Asinibacterium                  -          LKAP-TSAKG2_A10_080_2018_2 -               17     916      18     941       7     942    1441    +    7.4e-125  416.2  30.9  -
Flavobacteriaceae_Jejudonia                      -          LKAP-TSAKG2_A10_080_2018_2 -               23     918      18     941       4     942    1445    +    8.3e-125  415.8  30.9  -
Eggerthellaceae_Senegalimassilia                 -          LKAP-TSAKG2_A10_080_2018_2 -                2     784     127     941     126     942    1341    +    1.1e-124  415.8  25.7  -
Crocinitomicaceae_Crocinitomix                   -          LKAP-TSAKG2_A10_080_2018_2 -               23     917      18     941       4     942    1477    +    1.3e-124  415.2  30.8  -
Planctomycetaceae_Gimesia                        -          LKAP-TSAKG2_A10_080_2018_2 -               23     924      13     941       3     942    1504    +    1.5e-124  414.9  32.0  -
Chitinophagaceae_Dinghuibacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               42     936      17     941       4     942    1487    +    1.6e-124  415.0  31.0  -
Flavobacteriaceae_Aureivirga                     -          LKAP-TSAKG2_A10_080_2018_2 -               34     884      77     941      58     942    1308    +    1.9e-124  414.7  29.0  -
Cytophagaceae_Persicitalea                       -          LKAP-TSAKG2_A10_080_2018_2 -               44     928      18     941       4     942    1464    +    2.1e-124  414.9  30.4  -
Flavobacteriaceae_Robertkochia                   -          LKAP-TSAKG2_A10_080_2018_2 -               25     917      18     941       4     942    1480    +    2.4e-124  414.4  30.7  -
Marinilabiliaceae_Geofilum                       -          LKAP-TSAKG2_A10_080_2018_2 -               23     913      18     941       6     942    1440    +    2.7e-124  414.2  31.4  -
Flavobacteriaceae_Aquibacter                     -          LKAP-TSAKG2_A10_080_2018_2 -               25     921      18     941       4     942    1481    +    3.2e-124  413.9  30.9  -
Isosphaeraceae_Paludisphaera                     -          LKAP-TSAKG2_A10_080_2018_2 -               31     917      13     941       3     942    1503    +    3.4e-124  414.0  30.7  -
Flavobacteriaceae_Pseudotenacibaculum            -          LKAP-TSAKG2_A10_080_2018_2 -               41     887      77     941      57     942    1383    +    5.1e-124  413.3  29.5  -
Porphyromonadaceae_Tannerella                    -          LKAP-TSAKG2_A10_080_2018_2 -               47     943      18     941       6     942    1466    +    5.2e-124  413.3  30.6  -
Flavobacteriaceae_Sabulilitoribacter             -          LKAP-TSAKG2_A10_080_2018_2 -               23     912      18     941       4     942    1439    +    5.4e-124  413.2  30.9  -
Flavobacteriaceae_Kriegella                      -          LKAP-TSAKG2_A10_080_2018_2 -               36     885      79     941      59     942    1382    +    5.5e-124  413.1  29.5  -
Planctomycetaceae_Planctomicrobium               -          LKAP-TSAKG2_A10_080_2018_2 -               40     903      18     941       5     942    1426    +    8.4e-124  412.8  30.7  -
Waddliaceae_Waddlia                              -          LKAP-TSAKG2_A10_080_2018_2 -               50     967      19     941       4     942    1557    +    8.4e-124  412.7  31.5  -
Flavobacteriaceae_Imtechella                     -          LKAP-TSAKG2_A10_080_2018_2 -               35     940      18     941       4     942    1435    +      1e-123  412.3  30.4  -
Marinilabiliaceae_Thermophagus                   -          LKAP-TSAKG2_A10_080_2018_2 -               44     941      19     941       6     942    1488    +    1.1e-123  412.2  31.3  -
Flavobacteriaceae_Geojedonia                     -          LKAP-TSAKG2_A10_080_2018_2 -               23     913      18     941       4     942    1440    +    1.1e-123  412.2  31.1  -
Flavobacteriaceae_Hanstruepera                   -          LKAP-TSAKG2_A10_080_2018_2 -               28     926      18     941       4     942    1493    +    1.5e-123  411.7  31.1  -
