# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_A08_064_2017_1 -               22     898       4     877       1     879    1526    +           0 1054.9  23.8  -
Flavobacteriaceae_Ichthyenterobacterium          -          LKAP-GUTHK2_A08_064_2017_1 -               91     881      73     877      53     879    1488    +     4.4e-95  317.3  19.7  -
Isosphaeraceae_Aquisphaera                       -          LKAP-GUTHK2_A08_064_2017_1 -               78     858      76     876      55     879    1480    +     5.7e-95  317.4  19.7  -
Flavobacteriaceae_Croceibacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               48     881      19     877       2     878    1521    +       8e-95  316.6  21.7  -
Flavobacteriaceae_Jejuia                         -          LKAP-GUTHK2_A08_064_2017_1 -               87     874      73     877      52     879    1480    +     1.3e-94  315.8  20.1  -
Planctomycetaceae_Schlesneria                    -          LKAP-GUTHK2_A08_064_2017_1 -               43     869      18     876       1     879    1446    +     2.2e-94  315.1  21.9  -
Flavobacteriaceae_Mangrovimonas                  -          LKAP-GUTHK2_A08_064_2017_1 -               91     881      73     877      53     879    1487    +       3e-94  314.6  20.4  -
Prevotellaceae_Hallella                          -          LKAP-GUTHK2_A08_064_2017_1 -               26     865      19     877       2     879    1463    +     3.7e-94  314.5  21.5  -
Isosphaeraceae_Isosphaera                        -          LKAP-GUTHK2_A08_064_2017_1 -               74     865      76     876      55     879    1511    +     3.8e-94  314.6  20.8  -
Flavobacteriaceae_Pibocella                      -          LKAP-GUTHK2_A08_064_2017_1 -               66     860      73     877      53     879    1447    +     5.7e-94  313.7  19.8  -
Flavobacteriaceae_Ornithobacterium               -          LKAP-GUTHK2_A08_064_2017_1 -               80     866      76     877      55     879    1462    +     1.8e-93  311.9  20.1  -
Flavobacteriaceae_Marixanthomonas                -          LKAP-GUTHK2_A08_064_2017_1 -               46     838      73     877      53     879    1397    +     2.2e-93  311.7  20.3  -
Flavobacteriaceae_Arenitalea                     -          LKAP-GUTHK2_A08_064_2017_1 -               91     877      73     877      53     879    1483    +     2.2e-93  311.7  19.9  -
Petrotogaceae_Defluviitoga                       -          LKAP-GUTHK2_A08_064_2017_1 -               84     860      76     877      55     879    1475    +     2.7e-93  311.7  20.0  -
Gemmataceae_Fimbriiglobus                        -          LKAP-GUTHK2_A08_064_2017_1 -               69     831      76     876      54     879    1390    +       3e-93  311.7  19.7  -
Cytophagaceae_Huanghella                         -          LKAP-GUTHK2_A08_064_2017_1 -               35     824      76     877      56     879    1425    +     5.8e-93  310.5  20.5  -
Porphyromonadaceae_Gabonibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               48     814      19     809       3     836    1487    +       1e-92  309.8  24.2  -
Flavobacteriaceae_Postechiella                   -          LKAP-GUTHK2_A08_064_2017_1 -               67     856      73     877      53     879    1443    +     2.8e-92  308.1  19.7  -
Planctomycetaceae_Rubripirellula                 -          LKAP-GUTHK2_A08_064_2017_1 -               82     861      76     876      55     879    1452    +     1.7e-91  305.4  19.9  -
Gemmataceae_Gemmata                              -          LKAP-GUTHK2_A08_064_2017_1 -               69     837      69     876      36     879    1491    +     1.8e-91  305.5  21.1  -
Flavobacteriaceae_Gangjinia                      -          LKAP-GUTHK2_A08_064_2017_1 -               70     864      73     877      53     879    1479    +     3.3e-91  304.4  19.5  -
Flavobacteriaceae_Flagellimonas                  -          LKAP-GUTHK2_A08_064_2017_1 -               88     876      73     877      53     879    1484    +     3.8e-91  304.3  20.3  -
Gemmataceae_Zavarzinella                         -          LKAP-GUTHK2_A08_064_2017_1 -               41     836      19     876       2     879    1426    +     5.5e-91  303.9  20.8  -
Tepidisphaeraceae_Tepidisphaera                  -          LKAP-GUTHK2_A08_064_2017_1 -               48     848      19     877       2     879    1491    +     2.7e-89  298.5  20.6  -
Rikenellaceae_Anaerocella                        -          LKAP-GUTHK2_A08_064_2017_1 -               35     867      18     877       2     879    1451    +     1.4e-88  295.8  21.3  -
Bacteroidales_Phocaeicola                        -          LKAP-GUTHK2_A08_064_2017_1 -               93     884      75     877      54     879    1497    +     1.7e-88  295.7  20.2  -
Methanobacteriaceae_Methanobacterium             -          LKAP-GUTHK2_A08_064_2017_1 -               50     810      76     877      53     879    1401    +     2.7e-88  294.7  19.1  -
Gemmataceae_Telmatocola                          -          LKAP-GUTHK2_A08_064_2017_1 -               36     842      19     876       2     879    1422    +     2.9e-88  294.9  20.7  -
Parvularculaceae_Amphiplicatus                   -          LKAP-GUTHK2_A08_064_2017_1 -               43     644       5     675       1     696    1284    +     2.7e-87  292.1  18.8  -
Methanocaldococcaceae_Methanocaldococcus         -          LKAP-GUTHK2_A08_064_2017_1 -               80     840      75     877      53     879    1428    +     2.5e-86  288.7  20.4  -
Sulfolobaceae_Sulfolobus                         -          LKAP-GUTHK2_A08_064_2017_1 -               80     856      75     877      55     879    1496    +     3.3e-86  287.8  20.4  -
Acidilobaceae_Acidilobus                         -          LKAP-GUTHK2_A08_064_2017_1 -               77     856      75     877      55     879    1451    +     2.4e-85  285.0  21.0  -
Pyrodictiaceae_Pyrodictium                       -          LKAP-GUTHK2_A08_064_2017_1 -               80     855      75     877      55     879    1497    +       4e-84  281.1  21.6  -
Methanobacteriaceae_Methanothermobacter          -          LKAP-GUTHK2_A08_064_2017_1 -               63     829      74     877      52     879    1442    +     2.1e-83  278.7  19.5  -
Thermofilaceae_Thermofilum                       -          LKAP-GUTHK2_A08_064_2017_1 -               95     869      78     877      58     879    1513    +     3.9e-81  271.1  20.0  -
Archaeoglobaceae_Geoglobus                       -          LKAP-GUTHK2_A08_064_2017_1 -               21     805      48     877      28     879    1417    +       6e-81  270.4  21.5  -
Methanococcaceae_Methanothermococcus             -          LKAP-GUTHK2_A08_064_2017_1 -               70     824      79     877      59     879    1392    +       9e-81  269.9  19.0  -
Thermococcaceae_Thermococcus                     -          LKAP-GUTHK2_A08_064_2017_1 -               65     828      76     877      56     879    1447    +       3e-80  268.3  20.7  -
Methanocaldococcaceae_Methanotorris              -          LKAP-GUTHK2_A08_064_2017_1 -               78     832      79     877      64     879    1476    +     3.8e-80  268.0  19.0  -
Methanobacteriaceae_Methanobrevibacter           -          LKAP-GUTHK2_A08_064_2017_1 -               31     790      77     877      56     879    1306    +     6.8e-80  266.9  18.3  -
Desulfurococcaceae_Staphylothermus               -          LKAP-GUTHK2_A08_064_2017_1 -               79     858      75     877      55     879    1459    +     8.9e-80  266.7  20.5  -
Desulfurococcaceae_Desulfurococcus               -          LKAP-GUTHK2_A08_064_2017_1 -               81     857      76     877      55     879    1496    +     1.9e-79  265.5  20.0  -
Methanococcaceae_Methanococcus                   -          LKAP-GUTHK2_A08_064_2017_1 -               53     809      78     877      58     879    1395    +     2.3e-78  261.9  18.7  -
Thermococcaceae_Palaeococcus                     -          LKAP-GUTHK2_A08_064_2017_1 -               63     820      77     877      57     879    1431    +       7e-78  260.4  20.3  -
Archaeoglobaceae_Archaeoglobus                   -          LKAP-GUTHK2_A08_064_2017_1 -               83     847      74     877      48     879    1470    +     1.2e-77  259.5  20.9  -
Methanothermaceae_Methanothermus                 -          LKAP-GUTHK2_A08_064_2017_1 -               78     839      78     877      57     879    1482    +     1.4e-77  259.6  20.0  -
Desulfurococcaceae_Aeropyrum                     -          LKAP-GUTHK2_A08_064_2017_1 -               77     862      75     877      55     879    1358    +     4.3e-77  258.3  20.9  -
Thermococcaceae_Pyrococcus                       -          LKAP-GUTHK2_A08_064_2017_1 -               82     849      76     877      30     879    1468    +     8.2e-75  250.4  20.9  -
Pyrodictiaceae_Hyperthermus                      -          LKAP-GUTHK2_A08_064_2017_1 -               63     838      75     877      54     879    1316    +     2.8e-74  249.2  20.6  -
Methanoregulaceae_Methanolinea                   -          LKAP-GUTHK2_A08_064_2017_1 -               75     764      78     816      58     830    1433    +     1.2e-73  246.1  22.8  -
Desulfurococcaceae_Ignicoccus                    -          LKAP-GUTHK2_A08_064_2017_1 -               63     838      77     877      56     879    1368    +     1.2e-73  246.6  19.8  -
Sulfolobaceae_Metallosphaera                     -          LKAP-GUTHK2_A08_064_2017_1 -               60     836      74     877      51     879    1430    +     1.4e-73  246.0  20.9  -
Sulfolobaceae_Acidianus                          -          LKAP-GUTHK2_A08_064_2017_1 -               77     852      75     877      55     879    1476    +     2.3e-73  245.1  21.1  -
Desulfurococcaceae_Stetteria                     -          LKAP-GUTHK2_A08_064_2017_1 -               28     814      67     877      46     879    1316    +     2.6e-71  239.4  20.5  -
Desulfurococcaceae_Ignisphaera                   -          LKAP-GUTHK2_A08_064_2017_1 -               69     850      69     877      48     879    1491    +     9.9e-71  237.1  19.8  -
Methanoregulaceae_Methanoregula                  -          LKAP-GUTHK2_A08_064_2017_1 -               55     744      78     816      58     836    1447    +     5.9e-70  233.8  22.2  -
Methanopyraceae_Methanopyrus                     -          LKAP-GUTHK2_A08_064_2017_1 -               84     870      75     877      50     879    1512    +     6.7e-70  234.4  20.6  -
Sulfolobaceae_Sulfodiicoccus                     -          LKAP-GUTHK2_A08_064_2017_1 -               64     837      73     877      52     879    1438    +     6.9e-70  234.3  20.3  -
Thermoproteaceae_Vulcanisaeta                    -          LKAP-GUTHK2_A08_064_2017_1 -               61     839      75     877      37     879    1476    +     8.9e-70  233.4  21.5  -
Methanomicrobiaceae_Methanomicrobium             -          LKAP-GUTHK2_A08_064_2017_1 -               55     745      78     817      58     837    1397    +     9.2e-70  233.4  22.2  -
Methanomicrobiaceae_Methanofollis                -          LKAP-GUTHK2_A08_064_2017_1 -               55     744      78     816      58     837    1397    +     3.2e-69  231.7  21.6  -
Thermoproteaceae_Thermoproteus                   -          LKAP-GUTHK2_A08_064_2017_1 -               76     854      75     877      35     879    1500    +     8.2e-69  230.2  21.5  -
Methanomicrobiaceae_Methanogenium                -          LKAP-GUTHK2_A08_064_2017_1 -               76     764      79     816      60     836    1436    +     8.7e-69  230.1  21.5  -
Desulfurococcaceae_Thermogladius                 -          LKAP-GUTHK2_A08_064_2017_1 -               81     859      75     877      54     879    1499    +     9.9e-69  230.5  19.8  -
Methanocellaceae_Methanocella                    -          LKAP-GUTHK2_A08_064_2017_1 -               74     767      78     816      58     825    1440    +     1.1e-68  229.6  22.4  -
Desulfurococcaceae_Sulfophobococcus              -          LKAP-GUTHK2_A08_064_2017_1 -               59     841      72     877      46     879    1463    +     1.9e-68  229.6  20.7  -
Methanomicrobiaceae_Methanoculleus               -          LKAP-GUTHK2_A08_064_2017_1 -               56     745      78     816      58     829    1417    +       6e-68  227.5  21.9  -
Thermoproteaceae_Pyrobaculum                     -          LKAP-GUTHK2_A08_064_2017_1 -               79     857      75     877      54     879    1498    +     5.5e-67  222.4  21.4  -
