# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1b_forward          -                2     900       2     900       1     900    1491    +           0 1155.7  18.8  -
Moraxellaceae_Moraxella                          -          A1b_forward          -                1     886       9     900       9     900    1446    +    1.3e-306 1018.3  18.9  -
Deferribacteraceae_Mucispirillum                 -          A1b_forward          -                3     903       3     900       1     900    1471    +    6.4e-137  455.9  19.1  -
Synergistaceae_Aminivibrio                       -          A1b_forward          -                3     868       3     900       1     900    1441    +    7.1e-137  455.7  20.1  -
Flavobacteriaceae_Robertkochia                   -          A1b_forward          -                6     895       4     900       2     900    1480    +    7.6e-137  455.7  19.6  -
Micromonosporaceae_Catelliglobosispora           -          A1b_forward          -               23     899       3     900       1     900    1510    +    7.7e-137  455.7  19.5  -
Thermodesulfobacteriaceae_Thermosulfurimonas     -          A1b_forward          -               22     939       3     900       1     900    1532    +    8.7e-137  455.7  18.7  -
Ruminococcaceae_Ethanoligenens                   -          A1b_forward          -               23     890       3     900       1     900    1499    +      1e-136  455.2  18.8  -
Lachnospiraceae_Acetatifactor                    -          A1b_forward          -               13     850      42     899      30     900    1376    +    1.2e-136  455.1  19.5  -
Propionibacteriaceae_Propioniferax               -          A1b_forward          -                3     878       3     900       1     900    1465    +    1.4e-136  454.8  19.0  -
Clostridiaceae_Intestinibacter                   -          A1b_forward          -                6     865       4     899       2     900    1429    +    1.4e-136  454.7  19.1  -
Sporomusaceae_Anaeroarcus                        -          A1b_forward          -                4     910       4     900       2     900    1506    +    1.4e-136  454.6  19.2  -
Staphylococcaceae_Corticicoccus                  -          A1b_forward          -               14     914      23     899       9     900    1465    +    1.4e-136  454.7  18.4  -
Thermoactinomycetaceae_Baia                      -          A1b_forward          -               23     888       3     900       1     900    1499    +    1.8e-136  454.3  18.2  -
Flavobacteriaceae_Maritimimonas                  -          A1b_forward          -                1     883      13     900      13     900    1416    +    1.9e-136  454.2  18.1  -
Gloeomargaritaceae_Gloeomargarita                -          A1b_forward          -               24     870       4     900       2     900    1482    +      2e-136  454.4  19.5  -
Pyrinomonadaceae_Pyrinomonas                     -          A1b_forward          -               35     889      70     899      50     900    1432    +      2e-136  454.3  18.2  -
Thermoactinomycetaceae_Geothermomicrobium        -          A1b_forward          -               30     893       3     900       1     900    1506    +    2.1e-136  454.4  18.6  -
Crocinitomicaceae_Wandonia                       -          A1b_forward          -               24     920       4     900       2     900    1485    +    2.5e-136  453.9  18.9  -
Puniceicoccaceae_Ruficoccus                      -          A1b_forward          -               21     911       4     900       2     900    1471    +    2.6e-136  453.9  18.7  -
Hymenobacteraceae_Nibribacter                    -          A1b_forward          -                7     831      72     900      66     900    1350    +    3.6e-136  453.6  18.9  -
Flavobacteriaceae_Planktosalinus                 -          A1b_forward          -               24     911       4     900       2     900    1479    +    3.7e-136  453.4  18.8  -
Thermoactinomycetaceae_Croceifilum               -          A1b_forward          -                3     868       3     900       1     900    1428    +    3.9e-136  453.3  18.2  -
Sporomusaceae_Dendrosporobacter                  -          A1b_forward          -                1     909       4     900       4     900    1506    +    4.9e-136  453.0  19.1  -
Puniceicoccaceae_Puniceicoccus                   -          A1b_forward          -               13     908       4     900       2     900    1480    +    5.2e-136  452.9  18.7  -
Persicobacteraceae_Fulvitalea                    -          A1b_forward          -                6     835      66     899      61     900    1244    +    5.3e-136  453.0  18.9  -
Bacteroidaceae_Anaerorhabdus                     -          A1b_forward          -               12     900       4     900       2     900    1471    +    5.5e-136  452.9  18.5  -
Thermomicrobiaceae_Thermorudis                   -          A1b_forward          -               19     849      67     900      54     900    1375    +    5.6e-136  453.3  19.5  -
Rubricoccaceae_Rubricoccus                       -          A1b_forward          -                8     900       3     900       1     900    1443    +    5.9e-136  452.7  18.6  -
Bacillaceae_Texcoconibacillus                    -          A1b_forward          -               26     873      69     900      48     900    1374    +    7.7e-136  452.2  18.4  -
Peptococcaceae_Desulfurispora                    -          A1b_forward          -              163     974      72     900      58     900    1567    +      8e-136  452.2  19.2  -
Bifidobacteriaceae_Parascardovia                 -          A1b_forward          -               21     905       4     900       2     900    1518    +    8.7e-136  452.2  19.1  -
Prolixibacteraceae_Tangfeifania                  -          A1b_forward          -                4     893       4     900       2     900    1446    +    8.8e-136  452.0  19.4  -
Nocardiopsaceae_Spinactinospora                  -          A1b_forward          -                2     870      24     900      23     900    1452    +    9.5e-136  452.3  19.1  -
Cytophagaceae_Nibrella                           -          A1b_forward          -               31     857      71     899      51     900    1358    +    9.9e-136  451.9  18.4  -
Chitinophagaceae_Crenotalea                      -          A1b_forward          -                4     892       4     899       2     900    1447    +    1.1e-135  451.9  18.1  -
