# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B05_045_2017_1 -               30     896      13     877       1     879    1526    +    8.3e-305 1012.3  22.4  -
Petrotogaceae_Petrotoga                          -          LKAP-GUTHK2_B05_045_2017_1 -               34     849      19     877       3     881    1487    +      2e-102  341.8  19.5  -
Verrucomicrobiaceae_Roseimicrobium               -          LKAP-GUTHK2_B05_045_2017_1 -               16     854      11     877       2     880    1457    +    2.8e-102  341.4  21.8  -
Chitinophagaceae_Haoranjiania                    -          LKAP-GUTHK2_B05_045_2017_1 -               42     878      17     878       2     881    1489    +    2.8e-102  341.2  19.6  -
Aquificaceae_Hydrogenobaculum                    -          LKAP-GUTHK2_B05_045_2017_1 -               23     867      17     877       2     880    1436    +    3.2e-102  341.4  19.8  -
Cyclobacteriaceae_Mariniradius                   -          LKAP-GUTHK2_B05_045_2017_1 -               24     858      14     877       2     880    1359    +    3.4e-102  341.5  20.5  -
Cryomorphaceae_Cryomorpha                        -          LKAP-GUTHK2_B05_045_2017_1 -               16     851      15     877       2     880    1422    +    3.7e-102  340.9  20.7  -
Sphingobacteriaceae_Pseudosphingobacterium       -          LKAP-GUTHK2_B05_045_2017_1 -               38     874      14     877       2     881    1481    +    3.9e-102  340.7  20.7  -
Cytophagaceae_Meniscus                           -          LKAP-GUTHK2_B05_045_2017_1 -               19     853      10     877       2     880    1418    +    4.6e-102  340.6  21.2  -
Cyclobacteriaceae_Indibacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               40     874      14     877       2     881    1502    +    4.6e-102  340.6  20.5  -
Bernardetiaceae_Garritya                         -          LKAP-GUTHK2_B05_045_2017_1 -               17     860      12     878       2     882    1481    +    6.4e-102  340.2  20.9  -
Flavobacteriaceae_Spongiimicrobium               -          LKAP-GUTHK2_B05_045_2017_1 -               18     858      14     877       2     881    1447    +      7e-102  340.0  20.5  -
Chthonomonadaceae_Chthonomonas                   -          LKAP-GUTHK2_B05_045_2017_1 -                2     825      24     877      23     880    1411    +    8.3e-102  339.8  18.9  -
Chitinophagaceae_Panacibacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               22     857      17     877       2     881    1451    +    1.1e-101  339.2  20.1  -
Haliscomenobacteraceae_Portibacter               -          LKAP-GUTHK2_B05_045_2017_1 -               36     875      11     877       2     881    1478    +    1.2e-101  339.7  21.3  -
Flavobacteriaceae_Lutaonella                     -          LKAP-GUTHK2_B05_045_2017_1 -               18     864      14     877       2     881    1486    +    1.7e-101  338.6  20.0  -
Puniceicoccaceae_Cerasicoccus                    -          LKAP-GUTHK2_B05_045_2017_1 -               29     860      13     873       2     879    1469    +    1.7e-101  338.5  20.6  -
Verrucomicrobiaceae_Verrucomicrobium             -          LKAP-GUTHK2_B05_045_2017_1 -               13     854      11     877       2     880    1492    +    2.3e-101  338.3  21.5  -
Chitinophagaceae_Asinibacterium                  -          LKAP-GUTHK2_B05_045_2017_1 -               13     854      14     877       5     881    1441    +    2.7e-101  338.1  19.6  -
Spirochaetales_Exilispira                        -          LKAP-GUTHK2_B05_045_2017_1 -               22     850      17     877       2     881    1456    +    3.1e-101  337.7  20.5  -
Porphyromonadaceae_Falsiporphyromonas            -          LKAP-GUTHK2_B05_045_2017_1 -               29     873      18     878       3     882    1459    +    3.3e-101  337.8  19.3  -
Marinilabiliaceae_Marinilabilia                  -          LKAP-GUTHK2_B05_045_2017_1 -               21     858      16     878       3     882    1449    +    3.8e-101  337.5  19.5  -
Cyclobacteriaceae_Aquiflexum                     -          LKAP-GUTHK2_B05_045_2017_1 -               33     868      14     877       2     880    1459    +    3.9e-101  337.6  20.7  -
Marinilabiliaceae_Geofilum                       -          LKAP-GUTHK2_B05_045_2017_1 -               21     852      16     878       3     882    1440    +    4.3e-101  337.4  20.1  -
Flavobacteriaceae_Sediminibacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               18     855      14     877       2     881    1444    +    5.8e-101  336.9  21.5  -
Porphyromonadaceae_Tannerella                    -          LKAP-GUTHK2_B05_045_2017_1 -               47     881      18     877       3     881    1466    +    6.7e-101  336.7  19.8  -
Chloroflexales_Kallotenue                        -          LKAP-GUTHK2_B05_045_2017_1 -               13     823      13     876       3     880    1355    +    8.2e-101  336.9  20.2  -
Cyclobacteriaceae_Mongoliitalea                  -          LKAP-GUTHK2_B05_045_2017_1 -               35     821      79     877      58     881    1386    +    8.8e-101  336.4  18.2  -
Rikenellaceae_Mucinivorans                       -          LKAP-GUTHK2_B05_045_2017_1 -               43     871      17     877       2     880    1511    +    9.1e-101  336.2  20.8  -
Marinilabiliaceae_Alkaliflexus                   -          LKAP-GUTHK2_B05_045_2017_1 -               49     881      17     878       2     882    1467    +      1e-100  336.1  19.4  -
Flavobacteriaceae_Pseudozobellia                 -          LKAP-GUTHK2_B05_045_2017_1 -                3     838      20     877      18     881    1401    +    1.6e-100  335.5  18.4  -
Planctomycetaceae_Thermostilla                   -          LKAP-GUTHK2_B05_045_2017_1 -               32     858      10     877       1     880    1490    +    1.7e-100  335.5  21.4  -
Flavobacteriaceae_Spongiimonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               23     858      17     877       2     881    1426    +    2.7e-100  334.8  20.2  -
Flavobacteriaceae_Coenonia                       -          LKAP-GUTHK2_B05_045_2017_1 -               38     871      14     877       2     880    1606    +      3e-100  334.4  20.4  -
Flavobacteriaceae_Yeosuana                       -          LKAP-GUTHK2_B05_045_2017_1 -               18     850      14     877       2     881    1469    +    3.5e-100  334.2  20.8  -
Chitinophagaceae_Thermoflavifilum                -          LKAP-GUTHK2_B05_045_2017_1 -               31     825      71     877      51     880    1396    +    4.3e-100  334.0  18.6  -
Chitinophagaceae_Crenotalea                      -          LKAP-GUTHK2_B05_045_2017_1 -               19     853      14     877       2     880    1447    +    5.4e-100  333.7  20.6  -
Marinilabiliaceae_Thermophagus                   -          LKAP-GUTHK2_B05_045_2017_1 -               41     880      16     878       3     882    1488    +    5.6e-100  333.6  19.6  -
Porphyromonadaceae_Fermentimonas                 -          LKAP-GUTHK2_B05_045_2017_1 -               41     884      16     877       3     881    1523    +    5.7e-100  333.5  20.0  -
Cyclobacteriaceae_Mongoliibacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               38     872      14     877       2     880    1511    +    5.9e-100  333.7  20.3  -
Leptotrichiaceae_Sneathia                        -          LKAP-GUTHK2_B05_045_2017_1 -               76     845      81     877      55     881    1362    +     1.8e-99  332.0  17.0  -
Marinifilaceae_Ancylomarina                      -          LKAP-GUTHK2_B05_045_2017_1 -               21     857      16     877       3     881    1450    +     1.8e-99  331.9  19.6  -
Flavobacteriaceae_Hwangdonia                     -          LKAP-GUTHK2_B05_045_2017_1 -               18     857      14     877       2     881    1479    +     2.1e-99  331.6  20.5  -
Flavobacteriaceae_Spongiiferula                  -          LKAP-GUTHK2_B05_045_2017_1 -               23     851      18     877       2     880    1441    +     2.2e-99  331.6  20.8  -
Flavobacteriaceae_Flavimarina                    -          LKAP-GUTHK2_B05_045_2017_1 -               19     858      15     876       2     879    1448    +     2.3e-99  331.5  21.4  -
Petrotogaceae_Oceanotoga                         -          LKAP-GUTHK2_B05_045_2017_1 -               33     858      13     877       1     880    1469    +     2.7e-99  331.6  21.3  -
Planctomycetaceae_Rubinisphaera                  -          LKAP-GUTHK2_B05_045_2017_1 -               39     841      14     877       2     880    1488    +     2.9e-99  331.4  20.2  -
Flavobacteriaceae_Sungkyunkwania                 -          LKAP-GUTHK2_B05_045_2017_1 -               18     852      14     876       2     879    1442    +     3.1e-99  331.3  22.3  -
Flavobacteriaceae_Confluentibacter               -          LKAP-GUTHK2_B05_045_2017_1 -               18     849      14     877       2     880    1438    +     4.1e-99  330.8  20.9  -
Synergistaceae_Rarimicrobium                     -          LKAP-GUTHK2_B05_045_2017_1 -               25     807      53     877      32     880    1392    +     4.2e-99  330.9  18.1  -
Waddliaceae_Waddlia                              -          LKAP-GUTHK2_B05_045_2017_1 -               46     905      15     877       1     881    1557    +     5.1e-99  330.6  20.7  -
Chitinophagaceae_Hydrobacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               42     880      16     877       2     881    1348    +     7.7e-99  330.1  20.0  -
Simkaniaceae_Simkania                            -          LKAP-GUTHK2_B05_045_2017_1 -               82     894      78     877      56     880    1545    +     7.9e-99  329.8  17.4  -
Planctomycetaceae_Roseimaritima                  -          LKAP-GUTHK2_B05_045_2017_1 -               14     843      10     877       2     880    1449    +     9.4e-99  329.5  20.5  -
Cytophagaceae_Lacihabitans                       -          LKAP-GUTHK2_B05_045_2017_1 -                4     788      81     877      78     881    1337    +       1e-98  329.4  17.0  -
Flavobacteriaceae_Zunongwangia                   -          LKAP-GUTHK2_B05_045_2017_1 -               38     820      14     819       3     829    1490    +     1.1e-98  328.8  22.9  -
Cytophagaceae_Persicitalea                       -          LKAP-GUTHK2_B05_045_2017_1 -               40     866      14     877       2     881    1464    +     1.5e-98  329.3  19.8  -
Flavobacteriaceae_Gilvibacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               26     865      14     877       2     881    1461    +     1.8e-98  328.6  20.3  -
Chitinophagaceae_Dinghuibacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               41     874      16     877       2     880    1487    +     2.9e-98  328.0  20.5  -
Chlorobiaceae_Chloroherpeton                     -          LKAP-GUTHK2_B05_045_2017_1 -               76     819      82     877      56     881    1403    +       3e-98  327.9  17.1  -
Crocinitomicaceae_Wandonia                       -          LKAP-GUTHK2_B05_045_2017_1 -               38     880      14     877       2     880    1485    +     3.6e-98  327.6  20.7  -
Flavobacteriaceae_Aureitalea                     -          LKAP-GUTHK2_B05_045_2017_1 -               21     858      14     877       2     881    1392    +     5.2e-98  327.1  20.3  -
Cytophagaceae_Pseudarcicella                     -          LKAP-GUTHK2_B05_045_2017_1 -               22     807      79     877      61     880    1345    +     5.7e-98  327.1  18.2  -
Flavobacteriaceae_Aurantivirga                   -          LKAP-GUTHK2_B05_045_2017_1 -               33     864      17     877       2     880    1456    +     5.8e-98  326.9  20.0  -
Chitinophagaceae_Heliimonas                      -          LKAP-GUTHK2_B05_045_2017_1 -               30     852      17     877       2     881    1456    +     5.9e-98  326.8  20.3  -
Schleiferiaceae_Schleiferia                      -          LKAP-GUTHK2_B05_045_2017_1 -               37     874      14     877       2     880    1499    +     7.6e-98  326.8  21.3  -
Planctomycetaceae_Mariniblastus                  -          LKAP-GUTHK2_B05_045_2017_1 -               16     837      12     877       2     880    1439    +     7.8e-98  326.6  19.9  -
