# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_E09_071_2018_2 -               19     843      14     835      10     835    1504    +           0 1040.8  21.4  -
Thermoproteaceae_Vulcanisaeta                    -          LKAP-TSAKG2_E09_071_2018_2 -               64     781      65     811      61     823    1476    +     1.4e-68  229.4  24.9  -
Desulfurococcaceae_Stetteria                     -          LKAP-TSAKG2_E09_071_2018_2 -               34     760      60     815      39     834    1316    +     3.1e-68  229.1  22.5  -
Archaeoglobaceae_Ferroglobus                     -          LKAP-TSAKG2_E09_071_2018_2 -               28     793      25     810      11     830    1471    +     1.3e-67  226.8  21.7  -
Sulfolobaceae_Sulfurisphaera                     -          LKAP-TSAKG2_E09_071_2018_2 -               82     805      64     817      42     834    1493    +     3.9e-67  225.0  23.0  -
Thermoproteaceae_Pyrobaculum                     -          LKAP-TSAKG2_E09_071_2018_2 -               80     796      63     808      43     822    1498    +     1.4e-66  221.0  24.2  -
Desulfurococcaceae_Thermogladius                 -          LKAP-TSAKG2_E09_071_2018_2 -               83     824      64     830      41     834    1499    +     1.5e-66  223.2  23.0  -
Sulfolobaceae_Metallosphaera                     -          LKAP-TSAKG2_E09_071_2018_2 -               63     774      64     807      44     828    1430    +     1.7e-66  222.4  23.4  -
Caldisphaeraceae_Caldisphaera                    -          LKAP-TSAKG2_E09_071_2018_2 -               25     807      32     830      13     834    1466    +     2.6e-66  222.3  22.4  -
Haloarculaceae_Halomicrobium                     -          LKAP-TSAKG2_E09_071_2018_2 -               71     772      59     805      39     824    1473    +     3.3e-66  221.3  23.0  -
Haloarculaceae_Halosimplex                       -          LKAP-TSAKG2_E09_071_2018_2 -               73     773      61     805      40     825    1473    +     8.2e-66  220.0  22.8  -
Methanomicrobiaceae_Methanogenium                -          LKAP-TSAKG2_E09_071_2018_2 -               75     765      65     806      43     818    1436    +       9e-66  220.0  23.0  -
Haloarculaceae_Halomicroarcula                   -          LKAP-TSAKG2_E09_071_2018_2 -               71     772      59     805      38     822    1471    +     9.3e-66  219.8  22.7  -
Desulfurococcaceae_Thermodiscus                  -          LKAP-TSAKG2_E09_071_2018_2 -               57     778      63     813      35     833    1422    +     3.8e-65  218.8  22.3  -
Sulfolobaceae_Stygiolobus                        -          LKAP-TSAKG2_E09_071_2018_2 -               67     800      65     827      43     834    1457    +     3.9e-65  218.5  22.8  -
Methanomicrobiaceae_Methanolacinia               -          LKAP-TSAKG2_E09_071_2018_2 -                4     682      77     806      74     817    1255    +     5.6e-65  217.6  21.5  -
Methanospirillaceae_Methanospirillum             -          LKAP-TSAKG2_E09_071_2018_2 -               27     716      65     805      44     813    1378    +     6.5e-65  217.0  22.4  -
Halobacteriaceae_Halovenus                       -          LKAP-TSAKG2_E09_071_2018_2 -               72     773      60     806      39     827    1440    +     1.2e-64  216.3  22.7  -
Desulfurococcaceae_Ignisphaera                   -          LKAP-TSAKG2_E09_071_2018_2 -               77     813      64     828      41     834    1491    +       2e-64  216.2  22.8  -
Natrialbaceae_Haloterrigena                      -          LKAP-TSAKG2_E09_071_2018_2 -               67     773      57     805      36     824    1475    +     2.3e-64  215.1  22.0  -
Haloarculaceae_Halorhabdus                       -          LKAP-TSAKG2_E09_071_2018_2 -               37     735      62     805      42     826    1400    +     2.7e-64  215.1  22.8  -
Thermoproteaceae_Thermocladium                   -          LKAP-TSAKG2_E09_071_2018_2 -               67     788      65     812      45     831    1469    +     4.3e-64  214.9  22.8  -
Methanotrichaceae_Methanothrix                   -          LKAP-TSAKG2_E09_071_2018_2 -               75     772      66     808      45     828    1423    +       5e-64  214.0  21.4  -
Methanocellaceae_Methanocella                    -          LKAP-TSAKG2_E09_071_2018_2 -               45     769      27     807      22     815    1440    +     1.6e-63  212.5  22.5  -
Fervidicoccaceae_Fervidicoccus                   -          LKAP-TSAKG2_E09_071_2018_2 -               79     802      61     811      39     832    1502    +     2.3e-63  212.4  21.5  -
Haloarculaceae_Halorientalis                     -          LKAP-TSAKG2_E09_071_2018_2 -               70     772      58     805      38     825    1473    +     2.3e-63  212.0  23.0  -
Methanosarcinaceae_Methanosalsum                 -          LKAP-TSAKG2_E09_071_2018_2 -               71     800      58     831      30     834    1449    +     2.7e-63  211.6  21.4  -
Natrialbaceae_Natronobacterium                   -          LKAP-TSAKG2_E09_071_2018_2 -               58     774      48     806      29     822    1472    +     3.5e-63  211.2  22.7  -
Methanobacteriaceae_Methanosphaera               -          LKAP-TSAKG2_E09_071_2018_2 -               64     785      23     808      12     828    1490    +     3.6e-63  211.8  21.0  -
Methanosarcinaceae_Methanosarcina                -          LKAP-TSAKG2_E09_071_2018_2 -               73     773      65     809      31     829    1423    +     4.8e-63  210.8  21.4  -
Halobacteriaceae_Halarchaeum                     -          LKAP-TSAKG2_E09_071_2018_2 -               70     773      58     805      38     822    1474    +     6.3e-63  210.5  21.5  -
Haloferacaceae_Halobellus                        -          LKAP-TSAKG2_E09_071_2018_2 -               72     772      60     805      40     825    1473    +     1.2e-62  209.2  22.5  -
Desulfurococcaceae_Thermosphaera                 -          LKAP-TSAKG2_E09_071_2018_2 -               28     785      33     813      16     833    1432    +     2.1e-62  209.5  22.3  -
Natrialbaceae_Halopiger                          -          LKAP-TSAKG2_E09_071_2018_2 -               58     772      49     805      29     823    1460    +     4.7e-62  207.5  22.0  -
Halobacteriaceae_Halorussus                      -          LKAP-TSAKG2_E09_071_2018_2 -               71     772      59     805      39     823    1471    +     5.7e-62  207.2  22.3  -
Natrialbaceae_Halovivax                          -          LKAP-TSAKG2_E09_071_2018_2 -               45     747      59     805      39     823    1403    +     6.6e-62  207.0  22.5  -
Halococcaceae_Halococcus                         -          LKAP-TSAKG2_E09_071_2018_2 -               76     773      64     806      43     826    1474    +       1e-61  206.4  21.5  -
Natrialbaceae_Natrinema                          -          LKAP-TSAKG2_E09_071_2018_2 -               55     767      50     805      30     822    1463    +     1.5e-61  205.7  22.4  -
Natrialbaceae_Natronolimnobius                   -          LKAP-TSAKG2_E09_071_2018_2 -               51     753      58     805      42     814    1435    +     2.2e-61  205.4  22.6  -
Methanomicrobiaceae_Methanoplanus                -          LKAP-TSAKG2_E09_071_2018_2 -               71     761      64     805      44     818    1464    +     2.6e-61  205.2  22.5  -
Methanosarcinaceae_Methanococcoides              -          LKAP-TSAKG2_E09_071_2018_2 -               61     794      52     831      29     834    1467    +     3.6e-61  204.7  20.8  -
Methanoregulaceae_Methanosphaerula               -          LKAP-TSAKG2_E09_071_2018_2 -               44     767      25     809      15     827    1465    +     4.9e-61  204.7  22.6  -
Natrialbaceae_Natrialba                          -          LKAP-TSAKG2_E09_071_2018_2 -               70     774      58     807      38     823    1471    +     6.2e-61  203.9  22.4  -
Halobacteriaceae_Haladaptatus                    -          LKAP-TSAKG2_E09_071_2018_2 -               67     770      57     805      37     823    1422    +       9e-61  203.2  22.2  -
Methanosarcinaceae_Methanolobus                  -          LKAP-TSAKG2_E09_071_2018_2 -               47     799      27     833      17     835    1419    +     9.6e-61  203.2  20.7  -
Haloarculaceae_Haloarcula                        -          LKAP-TSAKG2_E09_071_2018_2 -               72     772      60     805      40     821    1472    +     3.6e-60  201.3  21.8  -
Natrialbaceae_Natronorubrum                      -          LKAP-TSAKG2_E09_071_2018_2 -               71     773      59     805      38     817    1474    +     4.9e-60  200.7  22.7  -
Methanosarcinaceae_Methanomethylovorans          -          LKAP-TSAKG2_E09_071_2018_2 -               21     774      26     833      17     835    1420    +     8.2e-60  200.0  19.9  -
Halobacteriaceae_Natronomonas                    -          LKAP-TSAKG2_E09_071_2018_2 -               78     768      71     805      50     822    1408    +     8.4e-60  200.0  21.8  -
Halobacteriaceae_Halobacterium                   -          LKAP-TSAKG2_E09_071_2018_2 -               70     771      59     805      44     825    1473    +     9.3e-60  199.9  21.5  -
Natrialbaceae_Natronococcus                      -          LKAP-TSAKG2_E09_071_2018_2 -               69     773      57     805      37     822    1473    +     1.2e-59  199.4  22.7  -
Thermoproteaceae_Caldivirga                      -          LKAP-TSAKG2_E09_071_2018_2 -               29     788      27     813      14     832    1465    +     1.4e-59  200.1  22.4  -
Halobacteriaceae_Natribaculum                    -          LKAP-TSAKG2_E09_071_2018_2 -               80     781      59     805      38     821    1480    +     3.7e-59  197.9  22.8  -
Methanosarcinaceae_Methanohalobium               -          LKAP-TSAKG2_E09_071_2018_2 -               60     793      51     830      29     834    1467    +     4.6e-59  198.2  21.3  -
Halobacteriaceae_Halalkalicoccus                 -          LKAP-TSAKG2_E09_071_2018_2 -               72     773      60     805      39     818    1474    +     8.8e-59  196.4  22.3  -
Halorubraceae_Halorubrum                         -          LKAP-TSAKG2_E09_071_2018_2 -               71     772      59     805      39     825    1470    +       1e-58  196.4  21.5  -
Haloferacaceae_Halopelagius                      -          LKAP-TSAKG2_E09_071_2018_2 -               70     772      58     805      37     825    1472    +       1e-58  196.3  22.7  -
Nitrososphaeraceae_Nitrososphaera                -          LKAP-TSAKG2_E09_071_2018_2 -               67     769      58     809      16     830    1470    +     2.1e-58  195.9  21.9  -
Halorubraceae_Halobaculum                        -          LKAP-TSAKG2_E09_071_2018_2 -               75     772      63     805      49     812    1472    +     2.4e-58  195.3  22.8  -
Halobacteriaceae_Halovarius                      -          LKAP-TSAKG2_E09_071_2018_2 -               68     773      57     807      37     827    1441    +     1.3e-57  193.5  22.2  -
Haloferacaceae_Halolamina                        -          LKAP-TSAKG2_E09_071_2018_2 -               69     771      58     805      37     825    1472    +       2e-57  192.1  22.0  -
Halobacteriaceae_Halomarina                      -          LKAP-TSAKG2_E09_071_2018_2 -               72     787      60     819      34     833    1472    +     2.4e-57  192.5  21.6  -
Haloferacaceae_Haloplanus                        -          LKAP-TSAKG2_E09_071_2018_2 -               90     773      78     805      56     825    1472    +     5.6e-57  190.4  21.1  -
Natrialbaceae_Halobiforma                        -          LKAP-TSAKG2_E09_071_2018_2 -               65     758      67     805      46     823    1457    +     5.7e-57  190.7  21.9  -
Haloferacaceae_Halogeometricum                   -          LKAP-TSAKG2_E09_071_2018_2 -               61     772      51     805      30     823    1472    +     5.9e-57  190.4  21.4  -
Methanomassiliicoccaceae_Methanomassiliicoccus   -          LKAP-TSAKG2_E09_071_2018_2 -               73     771      63     812      41     831    1434    +     1.3e-56  190.1  23.4  -
Haloferacaceae_Halogranum                        -          LKAP-TSAKG2_E09_071_2018_2 -               68     770      58     805      37     818    1472    +     2.2e-56  188.7  22.8  -
