# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          B0306_LKAP-FHGF1_A06_048 -               24     950       6     927       2     933    1466    +           0 1057.0  17.5  -
Vibrionaceae_Photobacterium                      -          B0306_LKAP-FHGF1_A06_048 -               23     950       5     927       2     933    1487    +    1.1e-304 1011.8  17.4  -
Thermoanaerobacterales_Syntrophaceticus          -          B0306_LKAP-FHGF1_A06_048 -               26     931       6     928       2     934    1416    +    4.3e-124  413.5  17.3  -
Synergistaceae_Synergistes                       -          B0306_LKAP-FHGF1_A06_048 -               49     933       6     929       2     934    1355    +    4.5e-124  413.7  17.5  -
Leptospiraceae_Turneriella                       -          B0306_LKAP-FHGF1_A06_048 -               58     914      53     924      32     932    1440    +    4.6e-124  413.4  16.6  -
Parachlamydiaceae_Neochlamydia                   -          B0306_LKAP-FHGF1_A06_048 -               73     957      55     928      35     934    1529    +      5e-124  413.4  16.1  -
Nocardiopsaceae_Spinactinospora                  -          B0306_LKAP-FHGF1_A06_048 -                1     906       5     927       5     934    1452    +    5.1e-124  413.5  17.2  -
Natranaerobiaceae_Natronovirga                   -          B0306_LKAP-FHGF1_A06_048 -               44     752     192     927     168     933    1225    +    5.1e-124  413.3  12.0  -
Alicyclobacillaceae_Kyrpidia                     -          B0306_LKAP-FHGF1_A06_048 -               45     955       7     926       2     933    1528    +    5.5e-124  413.4  18.2  -
Sphingobacteriaceae_Pseudopedobacter             -          B0306_LKAP-FHGF1_A06_048 -               44     955       6     925       2     930    1518    +    6.3e-124  412.9  17.5  -
Crocinitomicaceae_Wandonia                       -          B0306_LKAP-FHGF1_A06_048 -               44     954       6     925       2     932    1485    +      7e-124  412.7  17.5  -
Cytophagales_Luteivirga                          -          B0306_LKAP-FHGF1_A06_048 -               27     901      39     925      17     932    1297    +    7.4e-124  412.8  17.1  -
Bacillaceae_Natribacillus                        -          B0306_LKAP-FHGF1_A06_048 -              143    1026      50     926      30     934    1557    +    8.4e-124  412.7  16.9  -
Puniceicoccaceae_Puniceicoccus                   -          B0306_LKAP-FHGF1_A06_048 -               35     945       8     928       2     934    1480    +    8.6e-124  412.5  17.0  -
Verrucomicrobiales_Limisphaera                   -          B0306_LKAP-FHGF1_A06_048 -               33     928      47     928      26     934    1410    +    9.8e-124  412.7  16.8  -
Lachnospiraceae_Catonella                        -          B0306_LKAP-FHGF1_A06_048 -               83     930      55     927      33     934    1467    +      1e-123  412.4  16.5  -
Veillonellaceae_Anaeroglobus                     -          B0306_LKAP-FHGF1_A06_048 -                9     898      53     927      45     934    1408    +    1.1e-123  412.1  17.0  -
Cytophagaceae_Ekhidna                            -          B0306_LKAP-FHGF1_A06_048 -               16     914       9     925       3     932    1368    +    1.7e-123  411.7  17.2  -
Bifidobacteriaceae_Aeriscardovia                 -          B0306_LKAP-FHGF1_A06_048 -               25     923       4     928       1     934    1422    +    2.1e-123  411.5  17.5  -
Desulfurobacteriaceae_Phorcysia                  -          B0306_LKAP-FHGF1_A06_048 -                2     883      67     928      66     934    1349    +    2.6e-123  411.5  14.7  -
Armatimonadaceae_Armatimonas                     -          B0306_LKAP-FHGF1_A06_048 -               60     908      52     925      29     934    1438    +      3e-123  410.7  16.3  -
Trueperaceae_Truepera                            -          B0306_LKAP-FHGF1_A06_048 -               59     895      54     926      17     933    1461    +    3.7e-123  410.3  16.1  -
Verrucomicrobiaceae_Verrucomicrobium             -          B0306_LKAP-FHGF1_A06_048 -               23     931       8     928       2     934    1492    +    4.7e-123  410.2  17.3  -
Glycomycetaceae_Salilacibacter                   -          B0306_LKAP-FHGF1_A06_048 -               44     948       6     928       2     934    1494    +      7e-123  409.7  16.9  -
Pseudonocardiaceae_Longimycelium                 -          B0306_LKAP-FHGF1_A06_048 -               45     878       6     928       2     934    1454    +    7.4e-123  409.5  17.2  -
Flammeovirgaceae_Rapidithrix                     -          B0306_LKAP-FHGF1_A06_048 -                4     936       6     925       4     932    1465    +    8.3e-123  409.3  17.0  -
Mesoaciditogaceae_Mesoaciditoga                  -          B0306_LKAP-FHGF1_A06_048 -               32     953       6     927       2     933    1462    +    9.4e-123  409.1  17.3  -
Clostridiales_Guggenheimella                     -          B0306_LKAP-FHGF1_A06_048 -              100     941      51     925      29     933    1501    +    9.5e-123  409.1  16.7  -
Synergistaceae_Aminiphilus                       -          B0306_LKAP-FHGF1_A06_048 -               76     925      36     929      12     934    1416    +    9.6e-123  409.2  17.4  -
Flavobacteriaceae_Corallibacter                  -          B0306_LKAP-FHGF1_A06_048 -               30     939       6     925       2     932    1463    +    1.7e-122  408.2  16.8  -
Flammeovirgaceae_Tunicatimonas                   -          B0306_LKAP-FHGF1_A06_048 -               24     926       6     925       2     932    1457    +    1.8e-122  408.2  17.4  -
Persicobacteraceae_Fulvitalea                    -          B0306_LKAP-FHGF1_A06_048 -                5     870      48     925      44     932    1244    +    1.8e-122  408.3  17.7  -
Thermoanaerobacteraceae_Tepidanaerobacter        -          B0306_LKAP-FHGF1_A06_048 -               84     928      55     926      34     933    1451    +    2.1e-122  407.8  16.8  -
Puniceicoccaceae_Ruficoccus                      -          B0306_LKAP-FHGF1_A06_048 -               61     948      35     928      14     934    1471    +    2.5e-122  407.7  16.8  -
Isosphaeraceae_Singulisphaera                    -          B0306_LKAP-FHGF1_A06_048 -               66     925      51     924      31     932    1432    +    2.6e-122  407.5  17.1  -
Kiritimatiellaceae_Kiritimatiella                -          B0306_LKAP-FHGF1_A06_048 -               88     986      30     928      10     934    1556    +    3.1e-122  407.4  16.8  -
Thermoanaerobacterales_Thermovorax               -          B0306_LKAP-FHGF1_A06_048 -               29     933       6     926       2     933    1469    +    3.2e-122  407.6  17.9  -
Mesoaciditogaceae_Athalassotoga                  -          B0306_LKAP-FHGF1_A06_048 -               26     937       6     927       2     933    1500    +    3.4e-122  407.5  17.4  -
Peptostreptococcaceae_Anaerosphaera              -          B0306_LKAP-FHGF1_A06_048 -               94     934      54     926      33     933    1472    +    3.5e-122  407.3  16.6  -
Clostridiales_Flintibacter                       -          B0306_LKAP-FHGF1_A06_048 -               36     807      53     844      33     845     808    +    4.5e-122  407.2  16.3  -
Synergistaceae_Jonquetella                       -          B0306_LKAP-FHGF1_A06_048 -               45     894      41     929      21     934    1394    +    4.6e-122  407.0  17.5  -
Clostridiales_Kallipyga                          -          B0306_LKAP-FHGF1_A06_048 -               89     934      50     927      29     934    1474    +      5e-122  406.8  17.2  -
Peptoniphilaceae_Ezakiella                       -          B0306_LKAP-FHGF1_A06_048 -               19     920       6     923       2     933    1367    +    5.5e-122  406.6  17.1  -
Flavobacteriaceae_Sungkyunkwania                 -          B0306_LKAP-FHGF1_A06_048 -               24     927       6     925       2     932    1442    +    5.7e-122  406.6  17.9  -
Elusimicrobiaceae_Elusimicrobium                 -          B0306_LKAP-FHGF1_A06_048 -               54     903      54     927      33     934    1395    +    6.1e-122  406.3  15.8  -
Bifidobacteriaceae_Parascardovia                 -          B0306_LKAP-FHGF1_A06_048 -               41     942       6     928       2     934    1518    +    6.2e-122  406.5  17.2  -
Herpetosiphonaceae_Herpetosiphon                 -          B0306_LKAP-FHGF1_A06_048 -               74     913      53     925      32     933    1475    +    6.4e-122  406.1  15.9  -
Bdellovibrionaceae_Vampirovibrio                 -          B0306_LKAP-FHGF1_A06_048 -               75     919      54     928      33     934    1446    +    6.6e-122  406.3  15.6  -
Cytophagaceae_Runella                            -          B0306_LKAP-FHGF1_A06_048 -               56     913      57     925      37     930    1428    +    7.4e-122  406.2  16.1  -
Rhodothermaceae_Longimonas                       -          B0306_LKAP-FHGF1_A06_048 -               24     931       6     928       2     934    1457    +    8.2e-122  405.8  17.2  -
Ruminococcaceae_Harryflintia                     -          B0306_LKAP-FHGF1_A06_048 -               27     874      54     926      34     933    1363    +    8.7e-122  405.8  16.1  -
Flavobacteriaceae_Spongiimonas                   -          B0306_LKAP-FHGF1_A06_048 -               25     932       6     925       2     932    1426    +      9e-122  405.9  16.8  -
Verrucomicrobiaceae_Roseimicrobium               -          B0306_LKAP-FHGF1_A06_048 -               72     931      55     928      33     934    1457    +    9.1e-122  405.9  16.5  -
Flavobacteriaceae_Gilvibacter                    -          B0306_LKAP-FHGF1_A06_048 -               32     939       6     925       2     932    1461    +    9.2e-122  405.8  16.9  -
Flavobacteriaceae_Pseudozobellia                 -          B0306_LKAP-FHGF1_A06_048 -                2     912       6     925       5     932    1401    +    1.3e-121  405.4  17.4  -
Persicobacteraceae_Aureibacter                   -          B0306_LKAP-FHGF1_A06_048 -               45     949       6     925       2     932    1485    +    1.5e-121  405.2  17.8  -
Pyrinomonadaceae_Arenimicrobium                  -          B0306_LKAP-FHGF1_A06_048 -               85     972      51     927      25     934    1521    +    1.5e-121  405.1  16.7  -
Halobacteroidaceae_Acetohalobium                 -          B0306_LKAP-FHGF1_A06_048 -               44     969       6     927       2     934    1525    +    1.8e-121  404.7  16.9  -
Bacteroidaceae_Anaerorhabdus                     -          B0306_LKAP-FHGF1_A06_048 -               34     936       8     927       2     934    1471    +    1.9e-121  404.8  17.4  -
Anaerolineaceae_Pelolinea                        -          B0306_LKAP-FHGF1_A06_048 -               41     922      31     928      10     934    1432    +    1.9e-121  404.9  16.7  -
Thermoanaerobacterales_Caldanaerovirga           -          B0306_LKAP-FHGF1_A06_048 -               57     910      54     926      26     933    1418    +    2.2e-121  404.8  17.3  -
Syntrophomonadaceae_Fervidicola                  -          B0306_LKAP-FHGF1_A06_048 -               44     948       6     926       2     933    1528    +    2.9e-121  404.4  17.9  -
Ruminococcaceae_Fastidiosipila                   -          B0306_LKAP-FHGF1_A06_048 -                8     894      31     926      25     933    1389    +    3.7e-121  403.7  16.4  -
Sphaerobacteraceae_Sphaerobacter                 -          B0306_LKAP-FHGF1_A06_048 -               47     902      49     927      26     934    1500    +    3.8e-121  404.0  17.8  -
Eggerthellaceae_Parvibacter                      -          B0306_LKAP-FHGF1_A06_048 -               61     916      44     926      21     933    1442    +    4.3e-121  403.8  17.6  -
Leptotrichiaceae_Hypnocyclicus                   -          B0306_LKAP-FHGF1_A06_048 -                4     821      82     927      79     934    1213    +    5.2e-121  403.4  14.0  -
Hymenobacteraceae_Nibribacter                    -          B0306_LKAP-FHGF1_A06_048 -                4     865      52     925      49     932    1350    +    5.2e-121  403.5  16.8  -
