# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_H06_034_2018_2 -               25     860      13     844       6     844    1492    +           0 1055.1  20.3  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               16     850      14     844       5     844    1485    +           0 1035.7  20.3  -
Chthonomonadaceae_Chthonomonas                   -          LKAP-TSAKG2_H06_034_2018_2 -               35     803      59     843      38     844    1411    +    9.4e-114  379.3  20.8  -
Puniceicoccaceae_Ruficoccus                      -          LKAP-TSAKG2_H06_034_2018_2 -               63     847      52     841      31     843    1471    +    9.8e-114  379.1  19.6  -
Verrucomicrobiaceae_Roseimicrobium               -          LKAP-TSAKG2_H06_034_2018_2 -               31     831      25     842       5     844    1457    +    9.9e-114  379.2  20.2  -
Bifidobacteriaceae_Bombiscardovia                -          LKAP-TSAKG2_H06_034_2018_2 -                3     790      20     842      18     844    1420    +    1.4e-113  378.7  19.9  -
Chitinophagaceae_Flavitalea                      -          LKAP-TSAKG2_H06_034_2018_2 -               57     777      66     797      45     808    1447    +    1.5e-113  378.5  20.6  -
Flavobacteriaceae_Hyunsoonleella                 -          LKAP-TSAKG2_H06_034_2018_2 -               33     801      27     805       7     824    1446    +    1.6e-113  378.1  21.1  -
Chitinophagaceae_Ferruginibacter                 -          LKAP-TSAKG2_H06_034_2018_2 -               27     802      13     797       3     808    1467    +    1.7e-113  378.3  20.9  -
Succinivibrionaceae_Succinivibrio                -          LKAP-TSAKG2_H06_034_2018_2 -               29     786      13     811       3     834    1463    +      2e-113  378.1  22.8  -
Flavobacteriaceae_Muriicola                      -          LKAP-TSAKG2_H06_034_2018_2 -               52     825      26     807       6     827    1490    +      2e-113  377.9  21.4  -
Pasteurellaceae_Nicoletella                      -          LKAP-TSAKG2_H06_034_2018_2 -               27     805      21     803       4     831    1365    +    3.6e-113  377.3  21.1  -
Pasteurellaceae_Bibersteinia                     -          LKAP-TSAKG2_H06_034_2018_2 -               26     805      20     805       4     831    1362    +    3.6e-113  377.4  21.1  -
Flammeovirgaceae_Rapidithrix                     -          LKAP-TSAKG2_H06_034_2018_2 -               12     807      27     806      18     827    1465    +    5.8e-113  376.5  20.4  -
Sphingobacteriaceae_Anseongella                  -          LKAP-TSAKG2_H06_034_2018_2 -               31     808      16     808       3     828    1457    +    7.5e-113  376.3  22.0  -
Chitinophagaceae_Segetibacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               78     800      65     797      43     807    1480    +    8.2e-113  376.1  20.5  -
Spartobacteria_Terrimicrobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               31     823      27     842       7     844    1418    +    9.1e-113  375.9  21.2  -
Aquificaceae_Hydrogenobaculum                    -          LKAP-TSAKG2_H06_034_2018_2 -               32     813      25     806       5     831    1436    +      1e-112  376.0  21.3  -
Flavobacteriaceae_Subsaximicrobium               -          LKAP-TSAKG2_H06_034_2018_2 -               50     800      46     807      25     827    1419    +    1.2e-112  375.2  20.6  -
Pasteurellaceae_Otariodibacter                   -          LKAP-TSAKG2_H06_034_2018_2 -                2     744      47     796      46     825    1410    +    1.5e-112  375.2  20.3  -
Anaerolineaceae_Pelolinea                        -          LKAP-TSAKG2_H06_034_2018_2 -               15     822      13     842       4     844    1432    +    2.1e-112  374.9  21.7  -
Eggerthellaceae_Cryptobacterium                  -          LKAP-TSAKG2_H06_034_2018_2 -               48     830      33     844      10     844    1429    +    2.1e-112  374.8  21.1  -
Mooreiaceae_Mooreia                              -          LKAP-TSAKG2_H06_034_2018_2 -               14     785      21     806       9     826    1424    +    2.6e-112  374.5  21.0  -
Flammeovirgaceae_Nafulsella                      -          LKAP-TSAKG2_H06_034_2018_2 -               14     779      27     809      16     829    1441    +    2.7e-112  374.3  21.1  -
Brevinemataceae_Brevinema                        -          LKAP-TSAKG2_H06_034_2018_2 -               51     846      26     841       6     844    1490    +    3.5e-112  374.0  20.1  -
Flavobacteriaceae_Ulvibacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               32     798      27     807       8     822    1440    +    4.1e-112  373.4  21.4  -
Cyclobacteriaceae_Nitritalea                     -          LKAP-TSAKG2_H06_034_2018_2 -               23     802      13     807       3     827    1499    +    4.2e-112  373.7  22.1  -
Cytophagales_Chryseolinea                        -          LKAP-TSAKG2_H06_034_2018_2 -               37     804      19     802       4     822    1472    +    4.6e-112  373.6  21.7  -
Nautiliaceae_Nitratifractor                      -          LKAP-TSAKG2_H06_034_2018_2 -               69     821      58     844      28     844    1439    +    5.3e-112  373.3  20.8  -
Synergistaceae_Pyramidobacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               77     777      62     806      40     827    1445    +    5.8e-112  373.2  22.0  -
Flavobacteriaceae_Lacinutrix                     -          LKAP-TSAKG2_H06_034_2018_2 -               33     799      24     801       5     818    1464    +    6.3e-112  372.8  20.7  -
Haliscomenobacteraceae_Haliscomenobacter         -          LKAP-TSAKG2_H06_034_2018_2 -               39     801      13     795       3     816    1509    +    6.4e-112  373.4  21.8  -
Flammeovirgaceae_Imperialibacter                 -          LKAP-TSAKG2_H06_034_2018_2 -                2     786      11     810      10     831    1420    +    7.9e-112  373.1  21.6  -
Chroococcales_Chalicogloea                       -          LKAP-TSAKG2_H06_034_2018_2 -               68     799      63     842      36     844    1442    +    8.7e-112  372.5  20.6  -
Flavobacteriaceae_Flavivirga                     -          LKAP-TSAKG2_H06_034_2018_2 -               33     802      27     810       8     829    1439    +      1e-111  372.1  21.5  -
Flavobacteriaceae_Mesonia                        -          LKAP-TSAKG2_H06_034_2018_2 -               33     802      27     808       8     823    1449    +    1.8e-111  371.1  20.2  -
Balneolaceae_Rhodohalobacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               32     826      26     843       5     844    1456    +    1.8e-111  371.8  21.9  -
Puniceicoccaceae_Puniceicoccus                   -          LKAP-TSAKG2_H06_034_2018_2 -               60     845      47     842      27     844    1480    +    1.8e-111  371.6  19.8  -
Pasteurellaceae_Vespertiliibacter                -          LKAP-TSAKG2_H06_034_2018_2 -               26     805      20     805       4     830    1462    +    2.5e-111  371.2  21.5  -
Flavobacteriaceae_Olleya                         -          LKAP-TSAKG2_H06_034_2018_2 -               33     794      27     802       7     817    1443    +    3.7e-111  370.4  21.0  -
Thorselliaceae_Coetzeea                          -          LKAP-TSAKG2_H06_034_2018_2 -                1     741      48     797      48     827    1391    +    7.1e-111  369.6  20.0  -
Anaerolineaceae_Leptolinea                       -          LKAP-TSAKG2_H06_034_2018_2 -               15     814      13     842       4     844    1426    +    7.6e-111  369.7  22.2  -
Chloroflexales_Kallotenue                        -          LKAP-TSAKG2_H06_034_2018_2 -               28     801      27     842       7     844    1355    +    2.6e-110  368.3  22.4  -
Cytophagaceae_Siphonobacter                      -          LKAP-TSAKG2_H06_034_2018_2 -               15     745      64     804      57     826    1351    +    5.8e-110  366.7  21.6  -
Simkaniaceae_Simkania                            -          LKAP-TSAKG2_H06_034_2018_2 -               46     871      25     842       6     844    1545    +      6e-110  366.5  20.1  -
Chitinophagaceae_Flaviaesturariibacter           -          LKAP-TSAKG2_H06_034_2018_2 -               94     818      65     800      37     811    1493    +    6.5e-110  366.3  20.6  -
Porphyromonadaceae_Falsiporphyromonas            -          LKAP-TSAKG2_H06_034_2018_2 -               37     815      25     808       6     828    1459    +    7.7e-110  366.3  20.5  -
Cyclobacteriaceae_Aquiflexum                     -          LKAP-TSAKG2_H06_034_2018_2 -               33     823      13     826       3     841    1459    +    1.3e-109  365.6  20.8  -
Crocinitomicaceae_Wandonia                       -          LKAP-TSAKG2_H06_034_2018_2 -               47     821      21     802       4     824    1485    +    1.5e-109  365.1  21.2  -
Synergistaceae_Jonquetella                       -          LKAP-TSAKG2_H06_034_2018_2 -               46     793      55     842      34     844    1394    +    1.7e-109  365.3  21.1  -
Cytophagaceae_Jiulongibacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               48     823      22     810       4     830    1508    +    1.8e-109  365.0  21.7  -
Flavobacteriaceae_Dokdonia                       -          LKAP-TSAKG2_H06_034_2018_2 -               32     806      26     810       7     830    1446    +    2.1e-109  364.3  20.9  -
Fimbriimonadaceae_Fimbriimonas                   -          LKAP-TSAKG2_H06_034_2018_2 -               60     812      62     843      41     844    1443    +    2.2e-109  364.7  20.8  -
Cyclobacteriaceae_Indibacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               41     819      14     807       3     828    1502    +    2.8e-109  364.4  21.3  -
Pasteurellaceae_Histophilus                      -          LKAP-TSAKG2_H06_034_2018_2 -               11     750      60     807      49     833    1361    +    3.9e-109  364.1  20.7  -
Verrucomicrobiaceae_Verrucomicrobium             -          LKAP-TSAKG2_H06_034_2018_2 -               29     831      26     842       6     844    1492    +    4.4e-109  363.8  20.1  -
Flavobacteriaceae_Zunongwangia                   -          LKAP-TSAKG2_H06_034_2018_2 -               53     818      27     804       7     823    1490    +    6.8e-109  362.6  20.7  -
Marinilabiliaceae_Alkalitalea                    -          LKAP-TSAKG2_H06_034_2018_2 -               51     820      25     806       6     827    1486    +    8.1e-109  362.8  20.9  -
Deinococcaceae_Deinobacterium                    -          LKAP-TSAKG2_H06_034_2018_2 -               47     780      56     805      34     838    1461    +    1.4e-108  362.2  20.5  -
Marinilabiliaceae_Marinilabilia                  -          LKAP-TSAKG2_H06_034_2018_2 -               29     803      23     807       6     827    1449    +    1.8e-108  361.7  20.9  -
Crocinitomicaceae_Salinirepens                   -          LKAP-TSAKG2_H06_034_2018_2 -               27     797      21     801       4     821    1450    +    1.9e-108  361.5  21.0  -
Cytophagaceae_Rhodonellum                        -          LKAP-TSAKG2_H06_034_2018_2 -                3     730      68     807      66     827    1350    +      3e-108  361.0  21.9  -
Cytophagaceae_Fluviimonas                        -          LKAP-TSAKG2_H06_034_2018_2 -               25     759      65     809      45     829    1401    +    3.4e-108  360.7  21.6  -
Lentimicrobiaceae_Lentimicrobium                 -          LKAP-TSAKG2_H06_034_2018_2 -               20     801      14     807       3     827    1446    +    4.8e-108  360.2  21.6  -
Cytophagaceae_Sporocytophaga                     -          LKAP-TSAKG2_H06_034_2018_2 -               78     815      63     811      41     832    1488    +    5.7e-108  360.1  21.0  -
Flavobacteriaceae_Subsaxibacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               86     815      65     805      44     825    1479    +    6.5e-108  359.4  21.1  -
Pasteurellaceae_Seminibacterium                  -          LKAP-TSAKG2_H06_034_2018_2 -               19     757      50     795      30     816    1405    +    8.7e-108  359.6  20.4  -
Cytophagaceae_Taeseokella                        -          LKAP-TSAKG2_H06_034_2018_2 -               39     773      64     810      42     830    1385    +    9.9e-108  359.3  21.1  -
