# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_reverse         -              501    1442     960      20     960       7    1491    -           0 1087.1   5.1  -
Moraxellaceae_Moraxella                          -          A1d2_reverse         -              487    1426     960      19     960       5    1446    -           0 1025.1   5.1  -
Elusimicrobiaceae_Elusimicrobium                 -          A1d2_reverse         -              475    1383     951      40     959      30    1395    -    3.5e-140  466.7   5.4  -
Flavobacteriaceae_Aquaticitalea                  -          A1d2_reverse         -              497    1377     958      69     960      48    1439    -    4.3e-140  466.6   6.1  -
Eubacteriaceae_Faecalitalea                      -          A1d2_reverse         -              548    1433     951      55     960      34    1490    -    4.4e-140  466.5   5.8  -
Bernardetiaceae_Bernardetia                      -          A1d2_reverse         -              508    1400     952      58     960      37    1483    -    4.5e-140  466.3   5.7  -
Planctomycetaceae_Rubripirellula                 -          A1d2_reverse         -              510    1396     949      68     958      48    1452    -    5.1e-140  466.1   5.9  -
Simkaniaceae_Simkania                            -          A1d2_reverse         -              536    1438     958      55     960      35    1545    -    5.2e-140  466.2   5.6  -
Eggerthellaceae_Denitrobacterium                 -          A1d2_reverse         -              479    1367     952      55     960      35    1413    -    5.4e-140  466.3   5.3  -
Lentimicrobiaceae_Lentimicrobium                 -          A1d2_reverse         -              501    1406     958      48     960      34    1446    -    5.5e-140  466.1   5.8  -
Erysipelotrichaceae_Allobaculum                  -          A1d2_reverse         -              505    1399     951      47     960      30    1479    -    5.5e-140  466.0   5.6  -
Planctomycetaceae_Gimesia                        -          A1d2_reverse         -              514    1378     949      91     958      58    1504    -      6e-140  465.9   5.9  -
Cryomorphaceae_Cryomorpha                        -          A1d2_reverse         -              497    1378     958      67     960      46    1422    -    6.1e-140  466.0   6.0  -
Synergistaceae_Rarimicrobium                     -          A1d2_reverse         -              457    1368     952      50     960      34    1392    -      7e-140  465.9   5.9  -
Flavobacteriaceae_Flavicella                     -          A1d2_reverse         -              460    1342     958      67     960      47    1375    -    7.3e-140  465.8   6.0  -
Flammeovirgaceae_Sediminitomix                   -          A1d2_reverse         -              508    1407     958      53     960      45    1415    -    7.3e-140  465.8   5.8  -
Flammeovirgaceae_Imperialibacter                 -          A1d2_reverse         -              483    1380     958      55     960      34    1420    -    7.4e-140  466.0   5.7  -
Cyclobacteriaceae_Aquiflexum                     -          A1d2_reverse         -              513    1412     958      55     960      35    1459    -    1.3e-139  465.1   5.8  -
Bifidobacteriaceae_Gardnerella                   -          A1d2_reverse         -              521    1421     952      54     960      33    1475    -    1.4e-139  464.8   5.7  -
Cytophagales_Chryseolinea                        -          A1d2_reverse         -              515    1394     951      68     960      48    1472    -    1.7e-139  464.6   6.0  -
Flavobacteriaceae_Fulvibacter                    -          A1d2_reverse         -              458    1342     958      67     960      46    1408    -    1.7e-139  464.4   6.1  -
Clostridiales_Gallicola                          -          A1d2_reverse         -              505    1342     950     119     959     106    1357    -    1.8e-139  464.5   7.3  -
Brevinemataceae_Brevinema                        -          A1d2_reverse         -              525    1415     950      52     960      35    1490    -    2.2e-139  464.2   5.7  -
Flavobacteriaceae_Pibocella                      -          A1d2_reverse         -              501    1386     958      69     960      48    1447    -    2.2e-139  464.1   6.1  -
Flammeovirgaceae_Rapidithrix                     -          A1d2_reverse         -              508    1404     958      55     960      34    1465    -      3e-139  463.7   5.7  -
Marinilabiliaceae_Marinilabilia                  -          A1d2_reverse         -              503    1386     958      68     960      48    1449    -    3.5e-139  463.5   6.1  -
Streptosporangiaceae_Thermoactinospora           -          A1d2_reverse         -              510    1414     952      60     960      40    1533    -    3.5e-139  463.5   5.9  -
Flavobacteriaceae_Planktosalinus                 -          A1d2_reverse         -              517    1410     958      58     960      37    1479    -    3.6e-139  463.4   5.9  -
Hyphomicrobiaceae_Methylorhabdus                 -          A1d2_reverse         -              472    1329     954      93     960      83    1337    -    3.6e-139  463.6   6.5  -
Eggerthellaceae_Senegalimassilia                 -          A1d2_reverse         -              375    1264     950      52     960      32    1341    -    3.8e-139  463.6   5.5  -
Thermomicrobiaceae_Thermorudis                   -          A1d2_reverse         -              444    1349     957      55     960      36    1375    -    4.1e-139  463.8   5.9  -
Planctomycetaceae_Roseimaritima                  -          A1d2_reverse         -              493    1378     949      69     958      48    1449    -    4.4e-139  463.1   6.0  -
Chitinophagaceae_Heliimonas                      -          A1d2_reverse         -              498    1400     958      52     960      34    1456    -    4.6e-139  462.9   5.8  -
Flavobacteriaceae_Hoppeia                        -          A1d2_reverse         -              507    1392     958      69     960      48    1489    -    4.7e-139  462.9   6.2  -
Planctomycetaceae_Rubinisphaera                  -          A1d2_reverse         -              493    1357     949      91     958      64    1488    -    4.9e-139  463.1   5.9  -
Flavobacteriaceae_Yeosuana                       -          A1d2_reverse         -              498    1380     958      67     960      46    1469    -    5.4e-139  462.8   5.8  -
Rhodothermaceae_Longimonas                       -          A1d2_reverse         -              498    1394     958      59     960      39    1457    -    5.6e-139  462.6   5.6  -
Flavobacteriaceae_Lutaonella                     -          A1d2_reverse         -              506    1393     958      68     960      48    1486    -    8.1e-139  462.3   6.2  -
Flavobacteriaceae_Snuella                        -          A1d2_reverse         -              500    1381     957      67     960      46    1440    -    9.3e-139  462.0   5.9  -
Marinilabiliaceae_Mangroviflexus                 -          A1d2_reverse         -              498    1380     957      68     960      47    1440    -    9.9e-139  462.0   6.1  -
Prolixibacteraceae_Mariniphaga                   -          A1d2_reverse         -              499    1384     958      67     960      46    1443    -      1e-138  462.0   6.0  -
Glycomycetaceae_Salilacibacter                   -          A1d2_reverse         -              519    1415     952      55     959      35    1494    -    1.1e-138  462.1   5.4  -
Flavobacteriaceae_Hwangdonia                     -          A1d2_reverse         -              503    1387     958      67     960      46    1479    -    1.1e-138  461.7   6.1  -
Flavobacteriaceae_Jejuia                         -          A1d2_reverse         -              519    1402     958      67     960      46    1480    -    1.1e-138  461.7   6.1  -
Halanaerobiaceae_Halarsenatibacter               -          A1d2_reverse         -              555    1457     951      54     960      38    1546    -    1.3e-138  461.6   5.7  -
Flavobacteriaceae_Taeania                        -          A1d2_reverse         -              505    1390     958      67     960      47    1449    -    1.3e-138  461.7   6.2  -
Porphyromonadaceae_Falsiporphyromonas            -          A1d2_reverse         -              514    1404     958      67     960      47    1459    -    1.3e-138  461.7   5.9  -
