# target name                                    accession  query name              accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------    -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP.g-Gut1_B06_046.seq -               24     908       5     900       2     901    1466    +    8.8e-304 1008.7  18.1  -
Bacillales_Ammoniibacillus                       -          LKAP.g-Gut1_B06_046.seq -               26     919       7     898       2     901    1523    +    3.5e-116  387.4  17.7  -
Stigonematales_Iphinoe                           -          LKAP.g-Gut1_B06_046.seq -               76     830      63     862      41     897    1446    +    3.5e-116  387.4  16.5  -
Paenibacillaceae_Gorillibacterium                -          LKAP.g-Gut1_B06_046.seq -               45     920       6     899       2     901    1529    +    3.7e-116  387.3  17.5  -
Clostridiales_Howardella                         -          LKAP.g-Gut1_B06_046.seq -               44     908       5     899       2     901    1531    +    3.7e-116  387.2  16.3  -
Bacillaceae_Aquisalibacillus                     -          LKAP.g-Gut1_B06_046.seq -               48     938       6     898       2     901    1484    +    4.2e-116  386.9  17.8  -
Synergistaceae_Lactivibrio                       -          LKAP.g-Gut1_B06_046.seq -               24     863       5     899       2     901    1443    +    4.2e-116  387.3  17.8  -
Propionibacteriaceae_Propionimicrobium           -          LKAP.g-Gut1_B06_046.seq -               28     876       5     899       2     901    1502    +      5e-116  386.8  16.7  -
Beutenbergiaceae_Miniimonas                      -          LKAP.g-Gut1_B06_046.seq -               67     878      62     899      40     901    1447    +    5.6e-116  386.6  16.5  -
Ruminococcaceae_Faecalibacterium                 -          LKAP.g-Gut1_B06_046.seq -               80     885      61     899      39     901    1462    +    5.7e-116  386.8  16.8  -
Prochlorotrichaceae_Prochlorothrix               -          LKAP.g-Gut1_B06_046.seq -               42     794      62     860      41     895    1448    +      6e-116  386.4  16.3  -
Verrucomicrobiaceae_Verrucomicrobium             -          LKAP.g-Gut1_B06_046.seq -               50     888      46     900      20     901    1492    +    6.6e-116  386.4  17.5  -
Peptostreptococcaceae_Sporacetigenium            -          LKAP.g-Gut1_B06_046.seq -               74     875      61     899      40     901    1495    +    7.6e-116  386.0  16.2  -
Flavobacteriaceae_Siansivirga                    -          LKAP.g-Gut1_B06_046.seq -               17     785       3     792       1     812    1449    +    7.7e-116  385.8  20.0  -
Stigonematales_Loriellopsis                      -          LKAP.g-Gut1_B06_046.seq -               70     865      55     899      34     901    1449    +    9.2e-116  386.1  15.7  -
Peptococcaceae_Cryptanaerobacter                 -          LKAP.g-Gut1_B06_046.seq -               44     905       5     899       2     901    1529    +    1.1e-115  385.7  17.1  -
Lachnospiraceae_Sellimonas                       -          LKAP.g-Gut1_B06_046.seq -               10     813      61     899      51     901    1345    +    1.1e-115  385.8  16.7  -
Ruminococcaceae_Pseudobacteroides                -          LKAP.g-Gut1_B06_046.seq -               43     890       5     899       2     901    1506    +    1.1e-115  385.4  16.8  -
Clostridiaceae_Acutalibacter                     -          LKAP.g-Gut1_B06_046.seq -               61     925       9     899       3     901    1510    +    1.1e-115  385.6  17.1  -
Propionibacteriaceae_Propioniciclava             -          LKAP.g-Gut1_B06_046.seq -               33     882       5     899       2     901    1453    +    1.1e-115  385.6  16.3  -
Micrococcaceae_Acaricomes                        -          LKAP.g-Gut1_B06_046.seq -               78     898      60     900      34     901    1478    +    1.3e-115  385.5  16.8  -
Halobacteroidaceae_Selenihalanaerobacter         -          LKAP.g-Gut1_B06_046.seq -               47     925       6     899       2     901    1418    +    1.4e-115  385.2  17.3  -
Melioribacteraceae_Melioribacter                 -          LKAP.g-Gut1_B06_046.seq -               89     915      60     899      36     901    1539    +    1.5e-115  385.1  16.7  -
Chitinophagaceae_Segetibacter                    -          LKAP.g-Gut1_B06_046.seq -               33     803       6     792       2     813    1480    +    1.7e-115  385.1  21.4  -
Dermabacteraceae_Helcobacillus                   -          LKAP.g-Gut1_B06_046.seq -               70     880      63     899      41     901    1448    +    1.8e-115  384.9  16.7  -
Nostocales_Phyllonema                            -          LKAP.g-Gut1_B06_046.seq -               50     810      55     862      34     897    1414    +    1.9e-115  385.1  16.2  -
Streptosporangiaceae_Thermopolyspora             -          LKAP.g-Gut1_B06_046.seq -                5     863       5     898       3     901    1493    +      2e-115  384.7  17.8  -
Ruminococcaceae_Ethanoligenens                   -          LKAP.g-Gut1_B06_046.seq -               44     883       5     899       2     901    1499    +    2.5e-115  384.4  16.6  -
Clostridiaceae_Cellulosibacter                   -          LKAP.g-Gut1_B06_046.seq -              223    1028      65     899      45     901    1570    +    2.9e-115  384.1  16.7  -
Dermatophilaceae_Austwickia                      -          LKAP.g-Gut1_B06_046.seq -               73     881      63     899      41     901    1495    +      3e-115  384.3  16.8  -
Pseudonocardiaceae_Haloechinothrix               -          LKAP.g-Gut1_B06_046.seq -               59     886      60     899      37     901    1474    +    3.9e-115  383.7  17.5  -
Clostridiales_Kallipyga                          -          LKAP.g-Gut1_B06_046.seq -               32     805       5     803       2     859    1474    +    4.4e-115  383.7  19.6  -
Cytophagaceae_Runella                            -          LKAP.g-Gut1_B06_046.seq -               56     778      65     792      45     813    1428    +    4.6e-115  383.6  20.1  -
Spirochaetaceae_Borreliella                      -          LKAP.g-Gut1_B06_046.seq -               70     902      58     899      38     901    1484    +    4.7e-115  383.3  16.7  -
Flammeovirgaceae_Limibacter                      -          LKAP.g-Gut1_B06_046.seq -               37     850       7     845       2     867    1467    +    4.9e-115  383.7  19.6  -
Sporomusaceae_Thermosinus                        -          LKAP.g-Gut1_B06_046.seq -               77     927      56     899      33     901    1554    +    5.2e-115  383.3  17.8  -
Thermoanaerobacteraceae_Gelria                   -          LKAP.g-Gut1_B06_046.seq -              150     954      60     899      40     901    1725    +    5.9e-115  383.1  16.6  -
Deferribacteraceae_Flexistipes                   -          LKAP.g-Gut1_B06_046.seq -               52     930       5     899       2     901    1498    +    6.3e-115  383.0  17.1  -
Opitutaceae_Alterococcus                         -          LKAP.g-Gut1_B06_046.seq -               67     915      56     899      23     901    1482    +    6.3e-115  383.1  16.6  -
Pseudonocardiaceae_Herbihabitans                 -          LKAP.g-Gut1_B06_046.seq -               75     890      59     899      36     901    1496    +    7.1e-115  382.8  17.0  -
Coriobacteriaceae_Enorma                         -          LKAP.g-Gut1_B06_046.seq -               37     881       5     900       2     901    1465    +    8.2e-115  383.1  17.1  -
Aquificaceae_Thermocrinis                        -          LKAP.g-Gut1_B06_046.seq -               39     847      38     842      12     862    1482    +    8.6e-115  382.5  19.9  -
Sporomusaceae_Anaerospora                        -          LKAP.g-Gut1_B06_046.seq -              123     959      63     899      42     901    1517    +    8.9e-115  382.5  17.2  -
Sporomusaceae_Anaeroarcus                        -          LKAP.g-Gut1_B06_046.seq -               53     903      54     899      32     901    1506    +    9.4e-115  382.4  17.3  -
Thermoactinomycetaceae_Geothermomicrobium        -          LKAP.g-Gut1_B06_046.seq -               76     885      54     898      34     901    1506    +      1e-114  382.6  17.3  -
Planctomycetaceae_Thermogutta                    -          LKAP.g-Gut1_B06_046.seq -               59     787      60     793      40     898    1487    +      1e-114  382.4  18.3  -
Chitinophagaceae_Flavitalea                      -          LKAP.g-Gut1_B06_046.seq -                8     864       7     887       3     900    1447    +    1.1e-114  382.4  17.0  -
Iamiaceae_Iamia                                  -          LKAP.g-Gut1_B06_046.seq -               28     875      18     899       3     901    1474    +    1.2e-114  382.4  16.8  -
Selenomonadaceae_Schwartzia                      -          LKAP.g-Gut1_B06_046.seq -               26     910       5     899       2     901    1489    +    1.2e-114  382.1  17.5  -
Clostridiales_Guggenheimella                     -          LKAP.g-Gut1_B06_046.seq -               43     900       5     899       2     901    1501    +    1.3e-114  382.2  16.9  -
Acidimicrobiaceae_Ferrithrix                     -          LKAP.g-Gut1_B06_046.seq -               88     896      58     899      27     901    1331    +    1.3e-114  382.4  16.4  -
Peptococcaceae_Desulfurispora                    -          LKAP.g-Gut1_B06_046.seq -              161     967      61     899      38     901    1567    +    1.4e-114  381.9  16.9  -
Glycomycetaceae_Salininema                       -          LKAP.g-Gut1_B06_046.seq -               44     903       5     899       2     901    1492    +    1.4e-114  382.1  17.6  -
Flavobacteriaceae_Zunongwangia                   -          LKAP.g-Gut1_B06_046.seq -               44     912       5     899       2     901    1490    +    1.4e-114  381.5  17.5  -
Thermoactinomycetaceae_Shimazuella               -          LKAP.g-Gut1_B06_046.seq -               48     843      53     881      32     900    1459    +    1.5e-114  381.9  17.6  -
Carnobacteriaceae_Dolosigranulum                 -          LKAP.g-Gut1_B06_046.seq -               48     915      17     899       3     901    1523    +    1.5e-114  382.0  17.1  -
Streptosporangiaceae_Thermocatellispora          -          LKAP.g-Gut1_B06_046.seq -               51     894       5     899       2     901    1526    +    1.5e-114  381.9  17.0  -
Bacillaceae_Tenuibacillus                        -          LKAP.g-Gut1_B06_046.seq -               22     914       6     898       2     901    1479    +      2e-114  381.3  18.0  -
Aquificaceae_Hydrogenobacter                     -          LKAP.g-Gut1_B06_046.seq -               38     863       5     840       3     861    1524    +    2.5e-114  381.0  19.6  -
Nocardiopsaceae_Salinactinospora                 -          LKAP.g-Gut1_B06_046.seq -               44     912       5     899       2     901    1486    +    3.1e-114  381.1  17.8  -
Chrysiogenaceae_Desulfurispira                   -          LKAP.g-Gut1_B06_046.seq -                8     870       3     899       1     901    1408    +    4.1e-114  380.4  17.3  -
Enterococcaceae_Melissococcus                    -          LKAP.g-Gut1_B06_046.seq -                7     818      84     898      78     901    1401    +    4.5e-114  380.3  15.1  -
Deferribacteraceae_Seleniivibrio                 -          LKAP.g-Gut1_B06_046.seq -               21     869      38     899      18     901    1474    +    4.7e-114  380.0  17.1  -
Veillonellaceae_Anaeroglobus                     -          LKAP.g-Gut1_B06_046.seq -                8     855      60     899      51     901    1408    +    5.3e-114  380.0  17.2  -
