# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_H09_065_2018_2 -               18     877      14     872       7     872    1504    +           0 1083.1  18.5  -
Planococcaceae_Paenisporosarcina                 -          LKAP-TSAKG2_H09_065_2018_2 -               10     872      15     872       8     872    1481    +    3.8e-305 1013.2  18.5  -
Thermoproteaceae_Thermoproteus                   -          LKAP-TSAKG2_H09_065_2018_2 -               77     858      65     872      45     872    1500    +     5.9e-72  240.7  19.5  -
Sulfolobaceae_Metallosphaera                     -          LKAP-TSAKG2_H09_065_2018_2 -               63     840      66     872      46     872    1430    +       6e-72  240.6  18.6  -
Sulfolobaceae_Sulfodiicoccus                     -          LKAP-TSAKG2_H09_065_2018_2 -               68     840      66     871      46     872    1438    +     6.5e-72  241.0  18.4  -
Desulfurococcaceae_Ignisphaera                   -          LKAP-TSAKG2_H09_065_2018_2 -               75     854      64     872      38     872    1491    +     2.6e-71  239.0  18.1  -
Desulfurococcaceae_Thermodiscus                  -          LKAP-TSAKG2_H09_065_2018_2 -               57     839      65     872      38     872    1422    +     6.9e-71  237.8  18.4  -
Sulfolobaceae_Sulfurisphaera                     -          LKAP-TSAKG2_H09_065_2018_2 -               82     858      66     871      46     872    1493    +     1.3e-70  236.6  18.4  -
Caldisphaeraceae_Caldisphaera                    -          LKAP-TSAKG2_H09_065_2018_2 -               58     846      64     872      38     872    1466    +     2.1e-70  235.9  18.0  -
Haloarculaceae_Halomicrobium                     -          LKAP-TSAKG2_H09_065_2018_2 -               49     838      21     870      14     872    1473    +     4.8e-70  234.1  19.7  -
Thermoproteaceae_Pyrobaculum                     -          LKAP-TSAKG2_H09_065_2018_2 -               49     861      22     872      12     872    1498    +       5e-70  232.5  20.3  -
Sulfolobaceae_Stygiolobus                        -          LKAP-TSAKG2_H09_065_2018_2 -               68     841      68     871      48     872    1457    +     1.3e-69  233.3  18.0  -
Haloarculaceae_Halosimplex                       -          LKAP-TSAKG2_H09_065_2018_2 -               46     838      18     870      12     872    1473    +     1.5e-69  232.5  20.4  -
Thermoproteaceae_Thermocladium                   -          LKAP-TSAKG2_H09_065_2018_2 -               24     849      15     872       5     872    1469    +     1.7e-69  232.9  18.7  -
Haloarculaceae_Halomicroarcula                   -          LKAP-TSAKG2_H09_065_2018_2 -               50     838      22     870      15     872    1471    +     3.9e-69  231.1  19.0  -
Methanobacteriaceae_Methanosphaera               -          LKAP-TSAKG2_H09_065_2018_2 -               61     849      22     871      11     872    1490    +     1.3e-67  226.5  17.1  -
Methanocellaceae_Methanocella                    -          LKAP-TSAKG2_H09_065_2018_2 -               47     834      22     871      15     872    1440    +     1.4e-67  226.0  18.7  -
Fervidicoccaceae_Fervidicoccus                   -          LKAP-TSAKG2_H09_065_2018_2 -               81     864      65     872      44     872    1502    +     1.5e-67  226.3  17.1  -
Methanospirillaceae_Methanospirillum             -          LKAP-TSAKG2_H09_065_2018_2 -               27     783      67     871      46     872    1378    +     1.5e-67  225.8  17.5  -
Methanomicrobiaceae_Methanolacinia               -          LKAP-TSAKG2_H09_065_2018_2 -                4     748      79     871      76     872    1255    +     1.8e-67  225.9  17.1  -
Desulfurococcaceae_Thermosphaera                 -          LKAP-TSAKG2_H09_065_2018_2 -               60     845      60     872      37     872    1432    +       2e-67  226.2  17.9  -
Methanomicrobiaceae_Methanogenium                -          LKAP-TSAKG2_H09_065_2018_2 -               49     831      23     871      17     872    1436    +     3.5e-67  224.8  18.9  -
Halobacteriaceae_Halovenus                       -          LKAP-TSAKG2_H09_065_2018_2 -               50     837      22     869      13     872    1440    +     9.8e-67  223.3  18.7  -
Natrialbaceae_Haloterrigena                      -          LKAP-TSAKG2_H09_065_2018_2 -               77     840      67     871      46     872    1475    +     2.6e-66  221.6  18.0  -
Methanoregulaceae_Methanosphaerula               -          LKAP-TSAKG2_H09_065_2018_2 -               48     830      22     871      12     872    1465    +     8.5e-66  220.5  18.7  -
Methanosarcinaceae_Methanosarcina                -          LKAP-TSAKG2_H09_065_2018_2 -               74     837      68     872      47     872    1423    +     1.8e-65  219.0  16.9  -
Methanosarcinaceae_Methanosalsum                 -          LKAP-TSAKG2_H09_065_2018_2 -               78     841      68     872      48     872    1449    +     4.2e-65  217.6  17.7  -
Methanomicrobiaceae_Methanoplanus                -          LKAP-TSAKG2_H09_065_2018_2 -               45     828      22     871      16     872    1464    +     7.9e-65  217.0  19.2  -
Haloarculaceae_Haloarcula                        -          LKAP-TSAKG2_H09_065_2018_2 -               83     839      73     871      46     872    1472    +     9.7e-65  216.5  18.0  -
Natrialbaceae_Natrinema                          -          LKAP-TSAKG2_H09_065_2018_2 -               74     834      69     871      48     872    1463    +     4.9e-64  214.0  18.1  -
Haloarculaceae_Halorientalis                     -          LKAP-TSAKG2_H09_065_2018_2 -               76     837      66     869      43     872    1473    +     6.1e-64  213.9  19.5  -
Thermoproteaceae_Caldivirga                      -          LKAP-TSAKG2_H09_065_2018_2 -               24     848      15     872       5     872    1465    +     1.3e-63  213.5  18.8  -
Methanotrichaceae_Methanothrix                   -          LKAP-TSAKG2_H09_065_2018_2 -               75     837      68     872      46     872    1423    +     2.4e-63  211.8  17.0  -
Methanosarcinaceae_Methanolobus                  -          LKAP-TSAKG2_H09_065_2018_2 -               78     838      68     872      51     872    1419    +     2.6e-63  211.7  17.4  -
Natrialbaceae_Natronobacterium                   -          LKAP-TSAKG2_H09_065_2018_2 -               76     840      66     871      44     872    1472    +     2.9e-63  211.6  18.7  -
Methanosarcinaceae_Methanococcoides              -          LKAP-TSAKG2_H09_065_2018_2 -               74     835      68     872      52     872    1467    +     4.6e-63  211.1  16.7  -
Natrialbaceae_Natrialba                          -          LKAP-TSAKG2_H09_065_2018_2 -               75     839      65     871      41     872    1471    +       8e-63  210.2  18.4  -
Halobacteriaceae_Halorussus                      -          LKAP-TSAKG2_H09_065_2018_2 -               74     839      64     871      40     872    1471    +     1.1e-62  209.6  18.9  -
Natrialbaceae_Halopiger                          -          LKAP-TSAKG2_H09_065_2018_2 -               77     839      68     871      45     872    1460    +     1.2e-62  209.5  18.1  -
Haloferacaceae_Halobellus                        -          LKAP-TSAKG2_H09_065_2018_2 -               49     837      21     869      14     871    1473    +     2.1e-62  208.4  18.2  -
Natrialbaceae_Natronolimnobius                   -          LKAP-TSAKG2_H09_065_2018_2 -               58     820      67     871      42     872    1435    +     2.4e-62  208.6  18.1  -
Natrialbaceae_Halovivax                          -          LKAP-TSAKG2_H09_065_2018_2 -               48     813      64     870      40     872    1403    +     3.2e-62  208.1  18.5  -
Nitrososphaeraceae_Nitrososphaera                -          LKAP-TSAKG2_H09_065_2018_2 -               69     832      62     871      39     872    1470    +     4.6e-62  208.1  17.6  -
Haloarculaceae_Halorhabdus                       -          LKAP-TSAKG2_H09_065_2018_2 -               10     800      19     869      13     871    1400    +     5.7e-62  207.5  20.1  -
Halobacteriaceae_Natronomonas                    -          LKAP-TSAKG2_H09_065_2018_2 -               74     833      69     869      49     871    1408    +       1e-61  206.4  18.4  -
Natrialbaceae_Natronorubrum                      -          LKAP-TSAKG2_H09_065_2018_2 -               77     840      67     871      40     872    1474    +     5.7e-61  203.8  18.4  -
Methanocorpusculaceae_Methanocorpusculum         -          LKAP-TSAKG2_H09_065_2018_2 -               44     827      21     871      11     872    1421    +     9.8e-61  203.2  19.2  -
Methanosarcinaceae_Methanohalobium               -          LKAP-TSAKG2_H09_065_2018_2 -               61     835      61     872      36     872    1467    +     1.1e-60  203.6  18.2  -
Methanosarcinaceae_Methanomethylovorans          -          LKAP-TSAKG2_H09_065_2018_2 -               52     812      67     871      46     872    1420    +     1.9e-60  202.1  16.7  -
Halobacteriaceae_Haladaptatus                    -          LKAP-TSAKG2_H09_065_2018_2 -               64     770      61     807      40     827    1422    +     2.5e-60  201.8  21.0  -
Natrialbaceae_Natronococcus                      -          LKAP-TSAKG2_H09_065_2018_2 -               61     840      56     871      30     872    1473    +     4.6e-60  200.8  18.5  -
Methanomicrobiales_Methanocalculus               -          LKAP-TSAKG2_H09_065_2018_2 -               43     825      22     871      11     872    1425    +     6.5e-60  200.5  18.8  -
Halorubraceae_Halobaculum                        -          LKAP-TSAKG2_H09_065_2018_2 -               50     839      22     871      14     872    1472    +     6.6e-60  200.6  18.5  -
Halobacteriaceae_Halarchaeum                     -          LKAP-TSAKG2_H09_065_2018_2 -               61     773      56     807      35     827    1474    +     7.6e-60  200.4  20.2  -
Haloferacaceae_Halolamina                        -          LKAP-TSAKG2_H09_065_2018_2 -               47     838      19     871      12     872    1472    +     1.2e-59  199.5  19.4  -
Halococcaceae_Halococcus                         -          LKAP-TSAKG2_H09_065_2018_2 -               78     837      68     869      45     872    1474    +     1.2e-59  199.6  18.4  -
Halobacteriaceae_Halobacterium                   -          LKAP-TSAKG2_H09_065_2018_2 -               49     771      22     807      13     829    1473    +     2.2e-59  198.7  21.0  -
Methanomassiliicoccaceae_Methanomassiliicoccus   -          LKAP-TSAKG2_H09_065_2018_2 -               46     830      19     870       9     872    1434    +     3.1e-59  198.9  19.5  -
Halobacteriaceae_Halomarina                      -          LKAP-TSAKG2_H09_065_2018_2 -               71     839      61     871      39     872    1472    +       1e-58  197.1  18.1  -
Halorubraceae_Halorubrum                         -          LKAP-TSAKG2_H09_065_2018_2 -               74     839      64     871      40     872    1470    +     1.1e-58  196.3  17.6  -
Halobacteriaceae_Halalkalicoccus                 -          LKAP-TSAKG2_H09_065_2018_2 -               77     773      67     807      46     827    1474    +       2e-58  195.3  20.9  -
Halobacteriaceae_Natribaculum                    -          LKAP-TSAKG2_H09_065_2018_2 -               83     848      64     871      43     872    1480    +     5.4e-58  194.1  18.6  -
Methermicoccaceae_Methermicoccus                 -          LKAP-TSAKG2_H09_065_2018_2 -               31     797      67     872      47     872    1346    +     7.2e-58  194.4  16.8  -
Haloferacaceae_Haloplanus                        -          LKAP-TSAKG2_H09_065_2018_2 -               90     840      80     871      58     872    1472    +       1e-57  192.8  17.3  -
Haloarculaceae_Halapricum                        -          LKAP-TSAKG2_H09_065_2018_2 -               67     838      57     870      37     872    1472    +     1.1e-57  193.7  18.1  -
Haloferacaceae_Haloferax                         -          LKAP-TSAKG2_H09_065_2018_2 -               70     839      60     871      40     872    1473    +     1.7e-57  192.3  18.3  -
Halobacteriaceae_Haloarchaeobius                 -          LKAP-TSAKG2_H09_065_2018_2 -               70     840      60     871      38     872    1472    +     2.7e-57  191.6  18.3  -
Natrialbaceae_Halobiforma                        -          LKAP-TSAKG2_H09_065_2018_2 -               66     825      70     871      49     872    1457    +     3.2e-57  191.6  17.9  -
Haloferacaceae_Halopelagius                      -          LKAP-TSAKG2_H09_065_2018_2 -               48     837      20     869      13     872    1472    +     3.3e-57  191.4  19.6  -
